UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
627263	paperref:506443	paperref:505859	|	exists=NOTEXIST:P=1.0,0.0
622120	paperref:507695	paperref:510491	|	exists=NOTEXIST:P=1.0,0.0
597805	paperref:511013	paperref:508082	|	exists=NOTEXIST:P=1.0,0.0
618391	paperref:509038	paperref:510050	|	exists=NOTEXIST:P=1.0,0.0
615888	paperref:507540	paperref:509411	|	exists=NOTEXIST:P=1.0,0.0
592301	paperref:510378	paperref:507323	|
608265	paperref:506385	paperref:507424	|
586736	paperref:511152	paperref:509761	|	exists=NOTEXIST:P=1.0,0.0
618996	paperref:506286	paperref:507429	|	exists=NOTEXIST:P=1.0,0.0
588106	paperref:510519	paperref:509871	|	exists=NOTEXIST:P=1.0,0.0
591424	paperref:510594	paperref:510036	|	exists=NOTEXIST:P=1.0,0.0
610036	paperref:506242	paperref:509892	|	exists=NOTEXIST:P=1.0,0.0
613819	paperref:507497	paperref:506591	|	exists=NOTEXIST:P=1.0,0.0
590397	paperref:506924	paperref:509412	|	exists=NOTEXIST:P=1.0,0.0
593012	paperref:506926	paperref:509699	|	exists=NOTEXIST:P=1.0,0.0
595785	paperref:509781	paperref:511275	|	exists=NOTEXIST:P=1.0,0.0
604594	paperref:509801	paperref:506262	|	exists=NOTEXIST:P=1.0,0.0
626902	paperref:509410	paperref:509282	|	exists=NOTEXIST:P=1.0,0.0
621549	paperref:510113	paperref:507978	|
613491	paperref:510045	paperref:509035	|	exists=NOTEXIST:P=1.0,0.0
624177	paperref:507326	paperref:509621	|	exists=NOTEXIST:P=1.0,0.0
632200	paperref:509573	paperref:509574	|	exists=EXIST:P=0.0,1.0
588477	paperref:506611	paperref:508496	|
631108	paperref:509631	paperref:509625	|	exists=EXIST:P=0.0,1.0
597806	paperref:508082	paperref:510047	|	exists=NOTEXIST:P=1.0,0.0
587606	paperref:506350	paperref:506958	|
605385	paperref:509631	paperref:509186	|	exists=NOTEXIST:P=1.0,0.0
605347	paperref:505905	paperref:505917	|	exists=NOTEXIST:P=1.0,0.0
591394	paperref:510594	paperref:510032	|
621864	paperref:506245	paperref:506442	|
614318	paperref:506420	paperref:505995	|	exists=NOTEXIST:P=1.0,0.0
593242	paperref:510669	paperref:507090	|
589322	paperref:505859	paperref:510586	|	exists=NOTEXIST:P=1.0,0.0
621165	paperref:507194	paperref:506246	|	exists=NOTEXIST:P=1.0,0.0
615491	paperref:507115	paperref:506391	|	exists=NOTEXIST:P=1.0,0.0
615261	paperref:507332	paperref:506392	|	exists=NOTEXIST:P=1.0,0.0
601179	paperref:510033	paperref:509411	|	exists=NOTEXIST:P=1.0,0.0
589164	paperref:506708	paperref:506957	|	exists=NOTEXIST:P=1.0,0.0
584333	paperref:506397	paperref:506842	|	exists=NOTEXIST:P=1.0,0.0
612280	paperref:511396	paperref:510047	|	exists=NOTEXIST:P=1.0,0.0
594941	paperref:508701	paperref:510973	|	exists=NOTEXIST:P=1.0,0.0
625979	paperref:506399	paperref:510329	|	exists=NOTEXIST:P=1.0,0.0
601926	paperref:509015	paperref:507903	|	exists=NOTEXIST:P=1.0,0.0
610375	paperref:510042	paperref:509089	|	exists=NOTEXIST:P=1.0,0.0
592180	paperref:506340	paperref:509639	|	exists=NOTEXIST:P=1.0,0.0
631745	paperref:509033	paperref:507092	|	exists=NOTEXIST:P=1.0,0.0
622840	paperref:507008	paperref:506964	|	exists=NOTEXIST:P=1.0,0.0
592783	paperref:510590	paperref:508478	|	exists=NOTEXIST:P=1.0,0.0
589004	paperref:509925	paperref:506384	|
614844	paperref:509121	paperref:506390	|	exists=NOTEXIST:P=1.0,0.0
588009	paperref:506198	paperref:511267	|
630544	paperref:506716	paperref:506713	|	exists=EXIST:P=0.0,1.0
601810	paperref:509661	paperref:509627	|
611170	paperref:509632	paperref:508913	|	exists=NOTEXIST:P=1.0,0.0
584809	paperref:510380	paperref:506783	|	exists=NOTEXIST:P=1.0,0.0
619708	paperref:506201	paperref:506197	|	exists=EXIST:P=0.0,1.0
617375	paperref:509953	paperref:509624	|	exists=NOTEXIST:P=1.0,0.0
611012	paperref:507787	paperref:509640	|	exists=NOTEXIST:P=1.0,0.0
593301	paperref:509169	paperref:509170	|	exists=EXIST:P=0.0,1.0
587849	paperref:506918	paperref:505994	|	exists=NOTEXIST:P=1.0,0.0
617943	paperref:509035	paperref:506389	|
601890	paperref:506286	paperref:509771	|	exists=NOTEXIST:P=1.0,0.0
608982	paperref:506977	paperref:509035	|	exists=NOTEXIST:P=1.0,0.0
626451	paperref:510769	paperref:507630	|	exists=NOTEXIST:P=1.0,0.0
604420	paperref:510035	paperref:507380	|
608231	paperref:506385	paperref:510050	|
600651	paperref:507091	paperref:509979	|	exists=NOTEXIST:P=1.0,0.0
603990	paperref:506337	paperref:508478	|
607610	paperref:506432	paperref:506434	|	exists=EXIST:P=0.0,1.0
584504	paperref:507457	paperref:508490	|	exists=NOTEXIST:P=1.0,0.0
629776	paperref:507458	paperref:507008	|	exists=NOTEXIST:P=1.0,0.0
609886	paperref:505813	paperref:511327	|	exists=NOTEXIST:P=1.0,0.0
612087	paperref:510048	paperref:511392	|	exists=NOTEXIST:P=1.0,0.0
618185	paperref:506208	paperref:507503	|	exists=NOTEXIST:P=1.0,0.0
594505	paperref:508805	paperref:510667	|	exists=NOTEXIST:P=1.0,0.0
587265	paperref:508897	paperref:506919	|	exists=NOTEXIST:P=1.0,0.0
621510	paperref:508828	paperref:509569	|	exists=NOTEXIST:P=1.0,0.0
611848	paperref:509207	paperref:509638	|	exists=NOTEXIST:P=1.0,0.0
590121	paperref:509636	paperref:510593	|
603448	paperref:506541	paperref:507042	|	exists=NOTEXIST:P=1.0,0.0
628324	paperref:509032	paperref:509618	|
589429	paperref:506399	paperref:510586	|	exists=NOTEXIST:P=1.0,0.0
590280	paperref:507258	paperref:509810	|	exists=NOTEXIST:P=1.0,0.0
619056	paperref:506286	paperref:509620	|	exists=NOTEXIST:P=1.0,0.0
596480	paperref:507411	paperref:509622	|	exists=NOTEXIST:P=1.0,0.0
612663	paperref:508827	paperref:507702	|
611266	paperref:510544	paperref:510532	|
626829	paperref:509408	paperref:509288	|	exists=NOTEXIST:P=1.0,0.0
620265	paperref:509950	paperref:509951	|	exists=EXIST:P=0.0,1.0
610940	paperref:510539	paperref:510544	|
586524	paperref:507198	paperref:510225	|
621941	paperref:506242	paperref:509617	|
608322	paperref:509616	paperref:509290	|	exists=NOTEXIST:P=1.0,0.0
626634	paperref:509286	paperref:509289	|	exists=EXIST:P=0.0,1.0
624540	paperref:508231	paperref:507504	|	exists=NOTEXIST:P=1.0,0.0
621940	paperref:506242	paperref:509640	|
585221	paperref:506841	paperref:507497	|	exists=NOTEXIST:P=1.0,0.0
599703	paperref:506334	paperref:506439	|	exists=NOTEXIST:P=1.0,0.0
584469	paperref:508176	paperref:508988	|
590307	paperref:508091	paperref:506144	|
617850	paperref:507333	paperref:507118	|	exists=NOTEXIST:P=1.0,0.0
619372	paperref:510330	paperref:509686	|	exists=NOTEXIST:P=1.0,0.0
608367	paperref:509290	paperref:509637	|	exists=NOTEXIST:P=1.0,0.0
603235	paperref:510037	paperref:509686	|	exists=NOTEXIST:P=1.0,0.0
626937	paperref:510573	paperref:509289	|	exists=NOTEXIST:P=1.0,0.0
615932	paperref:509285	paperref:507279	|
602810	paperref:508343	paperref:506335	|	exists=NOTEXIST:P=1.0,0.0
605638	paperref:509121	paperref:506268	|
589886	paperref:508477	paperref:506923	|	exists=NOTEXIST:P=1.0,0.0
600046	paperref:507741	paperref:509883	|	exists=NOTEXIST:P=1.0,0.0
615304	paperref:509635	paperref:506392	|
614808	paperref:510393	paperref:510076	|	exists=NOTEXIST:P=1.0,0.0
613016	paperref:507785	paperref:509631	|	exists=NOTEXIST:P=1.0,0.0
627958	paperref:507421	paperref:508487	|	exists=NOTEXIST:P=1.0,0.0
606822	paperref:506438	paperref:509690	|	exists=NOTEXIST:P=1.0,0.0
610513	paperref:510538	paperref:508649	|	exists=NOTEXIST:P=1.0,0.0
603977	paperref:507302	paperref:509012	|	exists=NOTEXIST:P=1.0,0.0
599576	paperref:506094	paperref:505965	|
587057	paperref:510389	paperref:510487	|
613848	paperref:507497	paperref:509033	|
614504	paperref:511359	paperref:511360	|
596832	paperref:505811	paperref:506906	|	exists=NOTEXIST:P=1.0,0.0
617449	paperref:506387	paperref:507971	|	exists=NOTEXIST:P=1.0,0.0
620821	paperref:507380	paperref:506730	|	exists=NOTEXIST:P=1.0,0.0
599138	paperref:508086	paperref:509205	|	exists=NOTEXIST:P=1.0,0.0
626395	paperref:510768	paperref:509632	|
590625	paperref:508634	paperref:510999	|	exists=NOTEXIST:P=1.0,0.0
607373	paperref:510182	paperref:506768	|
606886	paperref:507390	paperref:506750	|	exists=NOTEXIST:P=1.0,0.0
630178	paperref:509030	paperref:507969	|	exists=NOTEXIST:P=1.0,0.0
626769	paperref:506440	paperref:509411	|	exists=NOTEXIST:P=1.0,0.0
592702	paperref:510515	paperref:507318	|
601046	paperref:510573	paperref:506339	|
584076	paperref:507169	paperref:508491	|	exists=NOTEXIST:P=1.0,0.0
623890	paperref:509699	paperref:508474	|	exists=NOTEXIST:P=1.0,0.0
607512	paperref:509952	paperref:506437	|	exists=NOTEXIST:P=1.0,0.0
601732	paperref:507467	paperref:510276	|
622360	paperref:508120	paperref:508119	|	exists=EXIST:P=0.0,1.0
611803	paperref:509948	paperref:507669	|	exists=NOTEXIST:P=1.0,0.0
596811	paperref:507017	paperref:508418	|
614971	paperref:508701	paperref:508231	|
621358	paperref:506440	paperref:507193	|	exists=NOTEXIST:P=1.0,0.0
603557	paperref:508515	paperref:511238	|
590247	paperref:507258	paperref:506095	|	exists=NOTEXIST:P=1.0,0.0
632231	paperref:509631	paperref:509637	|	exists=EXIST:P=0.0,1.0
608987	paperref:506977	paperref:508895	|	exists=NOTEXIST:P=1.0,0.0
599961	paperref:507320	paperref:506333	|	exists=NOTEXIST:P=1.0,0.0
610409	paperref:509629	paperref:510042	|
629078	paperref:510325	paperref:511057	|	exists=NOTEXIST:P=1.0,0.0
623531	paperref:508717	paperref:509063	|
620079	paperref:507772	paperref:507091	|
614880	paperref:506390	paperref:506717	|	exists=NOTEXIST:P=1.0,0.0
594598	paperref:507726	paperref:507110	|
628937	paperref:507424	paperref:507427	|	exists=EXIST:P=0.0,1.0
584757	paperref:510380	paperref:506553	|	exists=NOTEXIST:P=1.0,0.0
625276	paperref:509638	paperref:510332	|	exists=NOTEXIST:P=1.0,0.0
607018	paperref:506439	paperref:508712	|
621637	paperref:508894	paperref:510482	|	exists=NOTEXIST:P=1.0,0.0
594231	paperref:511377	paperref:511376	|	exists=EXIST:P=0.0,1.0
612878	paperref:510044	paperref:509618	|	exists=NOTEXIST:P=1.0,0.0
594545	paperref:507658	paperref:508764	|	exists=NOTEXIST:P=1.0,0.0
588625	paperref:506714	paperref:507028	|	exists=NOTEXIST:P=1.0,0.0
621761	paperref:508895	paperref:509695	|	exists=NOTEXIST:P=1.0,0.0
628173	paperref:511243	paperref:510326	|
596536	paperref:508413	paperref:511178	|	exists=NOTEXIST:P=1.0,0.0
598030	paperref:506399	paperref:508081	|	exists=NOTEXIST:P=1.0,0.0
624474	paperref:508231	paperref:508232	|	exists=EXIST:P=0.0,1.0
586133	paperref:509647	paperref:509859	|	exists=NOTEXIST:P=1.0,0.0
616365	paperref:507541	paperref:510324	|	exists=NOTEXIST:P=1.0,0.0
605218	paperref:507898	paperref:506961	|
630790	paperref:509629	paperref:509622	|
612417	paperref:509631	paperref:509189	|	exists=NOTEXIST:P=1.0,0.0
598178	paperref:508085	paperref:509206	|	exists=NOTEXIST:P=1.0,0.0
615150	paperref:508699	paperref:508702	|
595258	paperref:507429	paperref:510156	|	exists=NOTEXIST:P=1.0,0.0
621334	paperref:506444	paperref:507193	|	exists=NOTEXIST:P=1.0,0.0
590682	paperref:510595	paperref:509640	|	exists=NOTEXIST:P=1.0,0.0
620844	paperref:511182	paperref:511181	|	exists=EXIST:P=0.0,1.0
584049	paperref:507497	paperref:508491	|
586759	paperref:510160	paperref:510156	|	exists=NOTEXIST:P=1.0,0.0
628037	paperref:509035	paperref:508348	|	exists=NOTEXIST:P=1.0,0.0
627199	paperref:510484	paperref:507732	|	exists=NOTEXIST:P=1.0,0.0
609818	paperref:507677	paperref:507732	|	exists=NOTEXIST:P=1.0,0.0
601243	paperref:510033	paperref:509686	|	exists=NOTEXIST:P=1.0,0.0
622409	paperref:506440	paperref:508341	|	exists=NOTEXIST:P=1.0,0.0
616632	paperref:507277	paperref:506957	|
608184	paperref:506385	paperref:507967	|	exists=NOTEXIST:P=1.0,0.0
613994	paperref:509529	paperref:509530	|	exists=EXIST:P=0.0,1.0
605405	paperref:508475	paperref:507816	|	exists=NOTEXIST:P=1.0,0.0
620260	paperref:509950	paperref:506718	|	exists=NOTEXIST:P=1.0,0.0
593018	paperref:509698	paperref:506926	|	exists=NOTEXIST:P=1.0,0.0
622368	paperref:508119	paperref:506618	|	exists=NOTEXIST:P=1.0,0.0
607950	paperref:511289	paperref:511178	|
630524	paperref:506716	paperref:509034	|	exists=NOTEXIST:P=1.0,0.0
611362	paperref:510341	paperref:509209	|	exists=NOTEXIST:P=1.0,0.0
620572	paperref:508641	paperref:508120	|
622624	paperref:509690	paperref:506246	|	exists=NOTEXIST:P=1.0,0.0
591063	paperref:507310	paperref:505792	|
607837	paperref:507320	paperref:506386	|	exists=NOTEXIST:P=1.0,0.0
587802	paperref:509663	paperref:506848	|	exists=NOTEXIST:P=1.0,0.0
610500	paperref:509943	paperref:509420	|
601759	paperref:509661	paperref:509033	|	exists=NOTEXIST:P=1.0,0.0
594934	paperref:506714	paperref:510973	|	exists=NOTEXIST:P=1.0,0.0
594276	paperref:508170	paperref:508058	|
591811	paperref:509210	paperref:507039	|	exists=NOTEXIST:P=1.0,0.0
591788	paperref:507039	paperref:506220	|	exists=NOTEXIST:P=1.0,0.0
603172	paperref:506243	paperref:510037	|	exists=NOTEXIST:P=1.0,0.0
588388	paperref:507265	paperref:507018	|	exists=NOTEXIST:P=1.0,0.0
592001	paperref:506341	paperref:508529	|	exists=NOTEXIST:P=1.0,0.0
631991	paperref:507380	paperref:507957	|
622736	paperref:509126	paperref:510145	|	exists=NOTEXIST:P=1.0,0.0
594573	paperref:507726	paperref:510573	|
584200	paperref:507313	paperref:510224	|
631184	paperref:507302	paperref:507301	|	exists=EXIST:P=0.0,1.0
586486	paperref:509646	paperref:508170	|	exists=NOTEXIST:P=1.0,0.0
592837	paperref:510590	paperref:508627	|	exists=NOTEXIST:P=1.0,0.0
614614	paperref:508763	paperref:510427	|	exists=NOTEXIST:P=1.0,0.0
629330	paperref:507428	paperref:507429	|	exists=EXIST:P=0.0,1.0
625800	paperref:511187	paperref:506593	|	exists=NOTEXIST:P=1.0,0.0
608810	paperref:506384	paperref:510040	|	exists=NOTEXIST:P=1.0,0.0
629127	paperref:508750	paperref:507757	|	exists=NOTEXIST:P=1.0,0.0
627953	paperref:508489	paperref:507421	|	exists=NOTEXIST:P=1.0,0.0
605354	paperref:509187	paperref:509186	|
602698	paperref:506393	paperref:507041	|	exists=NOTEXIST:P=1.0,0.0
596183	paperref:509453	paperref:506399	|	exists=NOTEXIST:P=1.0,0.0
619116	paperref:506286	paperref:506313	|	exists=NOTEXIST:P=1.0,0.0
622471	paperref:506960	paperref:510332	|	exists=NOTEXIST:P=1.0,0.0
611935	paperref:508993	paperref:510107	|	exists=NOTEXIST:P=1.0,0.0
595423	paperref:509659	paperref:509038	|	exists=NOTEXIST:P=1.0,0.0
614858	paperref:506390	paperref:506391	|
591710	paperref:507320	paperref:506927	|	exists=NOTEXIST:P=1.0,0.0
586060	paperref:509647	paperref:507497	|
617552	paperref:509954	paperref:509956	|	exists=EXIST:P=0.0,1.0
588632	paperref:507028	paperref:510854	|
585434	paperref:506551	paperref:510960	|
607027	paperref:506434	paperref:506439	|	exists=EXIST:P=0.0,1.0
590253	paperref:507258	paperref:507901	|
588665	paperref:509312	paperref:509313	|
606027	paperref:509032	paperref:509667	|	exists=NOTEXIST:P=1.0,0.0
591195	paperref:506922	paperref:510333	|
598817	paperref:509265	paperref:506091	|	exists=NOTEXIST:P=1.0,0.0
619400	paperref:511292	paperref:507695	|	exists=NOTEXIST:P=1.0,0.0
592100	paperref:506351	paperref:506106	|
631749	paperref:507018	paperref:506935	|
592725	paperref:510883	paperref:509637	|	exists=NOTEXIST:P=1.0,0.0
611732	paperref:509633	paperref:509891	|	exists=NOTEXIST:P=1.0,0.0
599536	paperref:509399	paperref:507761	|
628008	paperref:510327	paperref:510328	|	exists=EXIST:P=0.0,1.0
605664	paperref:506398	paperref:506268	|	exists=NOTEXIST:P=1.0,0.0
597394	paperref:511393	paperref:508083	|	exists=NOTEXIST:P=1.0,0.0
624148	paperref:508120	paperref:508116	|
588974	paperref:509925	paperref:508080	|	exists=NOTEXIST:P=1.0,0.0
590722	paperref:510595	paperref:507189	|	exists=NOTEXIST:P=1.0,0.0
585324	paperref:510584	paperref:509758	|	exists=NOTEXIST:P=1.0,0.0
625926	paperref:509619	paperref:509690	|	exists=NOTEXIST:P=1.0,0.0
601478	paperref:506384	paperref:509660	|	exists=NOTEXIST:P=1.0,0.0
594202	paperref:509027	paperref:507702	|	exists=NOTEXIST:P=1.0,0.0
616746	paperref:507542	paperref:510332	|	exists=NOTEXIST:P=1.0,0.0
586552	paperref:508608	paperref:508403	|	exists=NOTEXIST:P=1.0,0.0
626225	paperref:509636	paperref:506444	|
621382	paperref:507193	paperref:510326	|	exists=NOTEXIST:P=1.0,0.0
625481	paperref:510330	paperref:507321	|	exists=NOTEXIST:P=1.0,0.0
595981	paperref:510048	paperref:509658	|	exists=NOTEXIST:P=1.0,0.0
620520	paperref:509952	paperref:506440	|
591132	paperref:511058	paperref:506922	|	exists=NOTEXIST:P=1.0,0.0
589092	paperref:508627	paperref:510585	|
590240	paperref:507258	paperref:506398	|
623106	paperref:506963	paperref:507901	|	exists=NOTEXIST:P=1.0,0.0
588743	paperref:508614	paperref:506999	|	exists=NOTEXIST:P=1.0,0.0
596909	paperref:508080	paperref:511393	|
630373	paperref:506608	paperref:506685	|	exists=NOTEXIST:P=1.0,0.0
631260	paperref:511395	paperref:509034	|	exists=NOTEXIST:P=1.0,0.0
608260	paperref:506385	paperref:508233	|	exists=NOTEXIST:P=1.0,0.0
624027	paperref:509698	paperref:509619	|
590295	paperref:507258	paperref:510751	|	exists=NOTEXIST:P=1.0,0.0
600663	paperref:509092	paperref:509979	|
629154	paperref:506749	paperref:509030	|	exists=NOTEXIST:P=1.0,0.0
605804	paperref:506545	paperref:506963	|	exists=NOTEXIST:P=1.0,0.0
587325	paperref:510589	paperref:508341	|
588628	paperref:507031	paperref:507028	|
613301	paperref:509626	paperref:510046	|	exists=NOTEXIST:P=1.0,0.0
597256	paperref:506550	paperref:509641	|
629283	paperref:507731	paperref:508554	|	exists=NOTEXIST:P=1.0,0.0
624046	paperref:509698	paperref:509693	|
594034	paperref:509653	paperref:506785	|	exists=NOTEXIST:P=1.0,0.0
622181	paperref:508893	paperref:509487	|	exists=NOTEXIST:P=1.0,0.0
613203	paperref:507704	paperref:510064	|	exists=NOTEXIST:P=1.0,0.0
609101	paperref:509211	paperref:511011	|	exists=NOTEXIST:P=1.0,0.0
617339	paperref:509953	paperref:506441	|
587177	paperref:509766	paperref:511153	|	exists=NOTEXIST:P=1.0,0.0
603547	paperref:507042	paperref:505992	|
631831	paperref:509035	paperref:507093	|	exists=NOTEXIST:P=1.0,0.0
625037	paperref:507092	paperref:511011	|
623417	paperref:508476	paperref:509694	|	exists=NOTEXIST:P=1.0,0.0
594422	paperref:508170	paperref:506388	|	exists=NOTEXIST:P=1.0,0.0
609036	paperref:505807	paperref:507446	|	exists=NOTEXIST:P=1.0,0.0
587347	paperref:506924	paperref:510589	|	exists=NOTEXIST:P=1.0,0.0
588794	paperref:510584	paperref:508561	|	exists=NOTEXIST:P=1.0,0.0
618364	paperref:511250	paperref:508290	|
590314	paperref:506924	paperref:507545	|	exists=NOTEXIST:P=1.0,0.0
616530	paperref:506395	paperref:509120	|	exists=NOTEXIST:P=1.0,0.0
631214	paperref:506079	paperref:506080	|	exists=EXIST:P=0.0,1.0
595651	paperref:510444	paperref:508414	|	exists=NOTEXIST:P=1.0,0.0
599678	paperref:506334	paperref:510329	|	exists=NOTEXIST:P=1.0,0.0
613985	paperref:508131	paperref:510284	|
591610	paperref:506441	paperref:506927	|	exists=NOTEXIST:P=1.0,0.0
627360	paperref:506442	paperref:509617	|	exists=NOTEXIST:P=1.0,0.0
606277	paperref:509036	paperref:506546	|	exists=NOTEXIST:P=1.0,0.0
597850	paperref:509451	paperref:506400	|
594861	paperref:509456	paperref:506546	|	exists=NOTEXIST:P=1.0,0.0
585440	paperref:509635	paperref:510960	|	exists=NOTEXIST:P=1.0,0.0
595293	paperref:509767	paperref:509764	|	exists=EXIST:P=0.0,1.0
584096	paperref:510864	paperref:508491	|	exists=NOTEXIST:P=1.0,0.0
603191	paperref:508896	paperref:510037	|
592539	paperref:506925	paperref:509695	|	exists=NOTEXIST:P=1.0,0.0
609903	paperref:509596	paperref:508059	|	exists=NOTEXIST:P=1.0,0.0
598924	paperref:506744	paperref:508087	|	exists=NOTEXIST:P=1.0,0.0
630502	paperref:507025	paperref:511031	|	exists=NOTEXIST:P=1.0,0.0
606516	paperref:509666	paperref:509209	|	exists=NOTEXIST:P=1.0,0.0
630466	paperref:511057	paperref:509637	|	exists=NOTEXIST:P=1.0,0.0
616701	paperref:505992	paperref:508799	|	exists=NOTEXIST:P=1.0,0.0
611031	paperref:509636	paperref:507787	|	exists=NOTEXIST:P=1.0,0.0
601885	paperref:507380	paperref:509661	|	exists=NOTEXIST:P=1.0,0.0
622113	paperref:510491	paperref:507693	|	exists=NOTEXIST:P=1.0,0.0
627246	paperref:506443	paperref:510329	|	exists=NOTEXIST:P=1.0,0.0
629671	paperref:506729	paperref:508479	|	exists=NOTEXIST:P=1.0,0.0
588120	paperref:507264	paperref:511330	|	exists=NOTEXIST:P=1.0,0.0
584724	paperref:511432	paperref:506770	|	exists=NOTEXIST:P=1.0,0.0
613411	paperref:506485	paperref:506483	|	exists=EXIST:P=0.0,1.0
588726	paperref:510385	paperref:506785	|	exists=NOTEXIST:P=1.0,0.0
620303	paperref:508586	paperref:509038	|	exists=NOTEXIST:P=1.0,0.0
602166	paperref:507040	paperref:509664	|	exists=NOTEXIST:P=1.0,0.0
630934	paperref:509623	paperref:509034	|	exists=NOTEXIST:P=1.0,0.0
593263	paperref:506624	paperref:508847	|	exists=NOTEXIST:P=1.0,0.0
615596	paperref:505889	paperref:509282	|	exists=NOTEXIST:P=1.0,0.0
631382	paperref:505846	paperref:510145	|	exists=NOTEXIST:P=1.0,0.0
606350	paperref:506397	paperref:506546	|	exists=NOTEXIST:P=1.0,0.0
614274	paperref:511208	paperref:511209	|	exists=EXIST:P=0.0,1.0
606590	paperref:509735	paperref:508649	|	exists=NOTEXIST:P=1.0,0.0
624450	paperref:509628	paperref:507325	|	exists=NOTEXIST:P=1.0,0.0
624358	paperref:508542	paperref:509063	|	exists=NOTEXIST:P=1.0,0.0
612677	paperref:510253	paperref:507702	|	exists=NOTEXIST:P=1.0,0.0
587847	paperref:506918	paperref:505993	|
610883	paperref:510041	paperref:507116	|	exists=NOTEXIST:P=1.0,0.0
617421	paperref:508346	paperref:506387	|
612976	paperref:509524	paperref:509673	|
631103	paperref:509625	paperref:509634	|
613057	paperref:509121	paperref:510043	|
610856	paperref:507332	paperref:510041	|	exists=NOTEXIST:P=1.0,0.0
592669	paperref:510379	paperref:506783	|	exists=NOTEXIST:P=1.0,0.0
630839	paperref:510685	paperref:510682	|	exists=EXIST:P=0.0,1.0
610957	paperref:510905	paperref:506957	|
600615	paperref:510328	paperref:509979	|	exists=NOTEXIST:P=1.0,0.0
613860	paperref:507497	paperref:506392	|	exists=NOTEXIST:P=1.0,0.0
625815	paperref:506590	paperref:511187	|	exists=NOTEXIST:P=1.0,0.0
607668	paperref:510334	paperref:506434	|	exists=NOTEXIST:P=1.0,0.0
617832	paperref:507333	paperref:508346	|	exists=NOTEXIST:P=1.0,0.0
593053	paperref:510036	paperref:506926	|	exists=NOTEXIST:P=1.0,0.0
588210	paperref:510148	paperref:506917	|
623597	paperref:507327	paperref:509273	|	exists=NOTEXIST:P=1.0,0.0
614430	paperref:505901	paperref:507758	|	exists=NOTEXIST:P=1.0,0.0
609864	paperref:510193	paperref:507708	|	exists=NOTEXIST:P=1.0,0.0
597750	paperref:508082	paperref:508345	|
585362	paperref:509818	paperref:510799	|
618941	paperref:506286	paperref:506593	|	exists=NOTEXIST:P=1.0,0.0
589196	paperref:510383	paperref:510769	|	exists=NOTEXIST:P=1.0,0.0
610808	paperref:509032	paperref:509089	|
630993	paperref:509039	paperref:511392	|	exists=NOTEXIST:P=1.0,0.0
613710	paperref:508141	paperref:507092	|	exists=NOTEXIST:P=1.0,0.0
611509	paperref:508993	paperref:508995	|	exists=EXIST:P=0.0,1.0
599353	paperref:508310	paperref:510741	|	exists=NOTEXIST:P=1.0,0.0
632295	paperref:508268	paperref:508267	|	exists=EXIST:P=0.0,1.0
620022	paperref:507067	paperref:508805	|
587154	paperref:510161	paperref:509621	|	exists=NOTEXIST:P=1.0,0.0
609202	paperref:509955	paperref:506433	|	exists=NOTEXIST:P=1.0,0.0
588369	paperref:508005	paperref:509979	|	exists=NOTEXIST:P=1.0,0.0
599934	paperref:509408	paperref:506333	|	exists=NOTEXIST:P=1.0,0.0
612069	paperref:510048	paperref:506955	|	exists=NOTEXIST:P=1.0,0.0
610954	paperref:510905	paperref:506956	|	exists=NOTEXIST:P=1.0,0.0
615826	paperref:510984	paperref:509524	|	exists=NOTEXIST:P=1.0,0.0
630366	paperref:511058	paperref:509621	|	exists=NOTEXIST:P=1.0,0.0
622454	paperref:506960	paperref:510326	|	exists=NOTEXIST:P=1.0,0.0
597918	paperref:510376	paperref:508810	|
595384	paperref:506553	paperref:509627	|	exists=NOTEXIST:P=1.0,0.0
624387	paperref:511013	paperref:510715	|	exists=NOTEXIST:P=1.0,0.0
588529	paperref:506590	paperref:508496	|	exists=NOTEXIST:P=1.0,0.0
618953	paperref:506286	paperref:510483	|	exists=NOTEXIST:P=1.0,0.0
604683	paperref:509207	paperref:506543	|	exists=NOTEXIST:P=1.0,0.0
623609	paperref:506301	paperref:511240	|	exists=NOTEXIST:P=1.0,0.0
597920	paperref:510376	paperref:506607	|	exists=NOTEXIST:P=1.0,0.0
612307	paperref:506443	paperref:509960	|	exists=NOTEXIST:P=1.0,0.0
619750	paperref:510805	paperref:507026	|
601351	paperref:510032	paperref:509891	|	exists=NOTEXIST:P=1.0,0.0
611607	paperref:509206	paperref:510046	|
599708	paperref:510032	paperref:506334	|	exists=NOTEXIST:P=1.0,0.0
630134	paperref:505859	paperref:509641	|
625542	paperref:506731	paperref:509408	|
628344	paperref:506747	paperref:509618	|	exists=NOTEXIST:P=1.0,0.0
622823	paperref:506064	paperref:507501	|
606386	paperref:505900	paperref:507897	|
587957	paperref:510387	paperref:509617	|
622064	paperref:508343	paperref:507192	|	exists=NOTEXIST:P=1.0,0.0
601295	paperref:507795	paperref:509271	|	exists=NOTEXIST:P=1.0,0.0
599659	paperref:506334	paperref:506333	|
584418	paperref:509632	paperref:510381	|
584531	paperref:509812	paperref:508490	|	exists=NOTEXIST:P=1.0,0.0
612823	paperref:511294	paperref:510645	|	exists=NOTEXIST:P=1.0,0.0
613522	paperref:510045	paperref:506955	|
597686	paperref:506050	paperref:506374	|	exists=NOTEXIST:P=1.0,0.0
