UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
114813	paperref:3622	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
133698	paperref:2752	paperref:2326	|	exists=NOTEXIST:P=1.0,0.0
115866	paperref:268	paperref:5597	|
122751	paperref:1326	paperref:4253	|
114470	paperref:4784	paperref:4801	|	exists=NOTEXIST:P=1.0,0.0
102198	paperref:3905	paperref:543	|
117153	paperref:331	paperref:2605	|
93652	paperref:941	paperref:3496	|	exists=NOTEXIST:P=1.0,0.0
116704	paperref:647	paperref:550	|
129059	paperref:2558	paperref:2113	|
122868	paperref:1939	paperref:4475	|
97572	paperref:3834	paperref:604	|	exists=NOTEXIST:P=1.0,0.0
96904	paperref:653	paperref:1751	|	exists=NOTEXIST:P=1.0,0.0
121394	paperref:1052	paperref:608	|
121732	paperref:752	paperref:4251	|
85725	paperref:1219	paperref:3196	|	exists=NOTEXIST:P=1.0,0.0
84938	paperref:4856	paperref:2944	|
81781	paperref:525	paperref:609	|	exists=NOTEXIST:P=1.0,0.0
126502	paperref:829	paperref:825	|	exists=EXIST:P=0.0,1.0
80232	paperref:4177	paperref:1092	|
122871	paperref:1939	paperref:5024	|	exists=NOTEXIST:P=1.0,0.0
97861	paperref:453	paperref:3842	|
76255	paperref:1512	paperref:1511	|
104347	paperref:478	paperref:3332	|
122056	paperref:5603	paperref:3246	|
112933	paperref:2141	paperref:2142	|
93898	paperref:1855	paperref:4222	|	exists=NOTEXIST:P=1.0,0.0
112219	paperref:3781	paperref:4405	|	exists=NOTEXIST:P=1.0,0.0
129644	paperref:2111	paperref:4797	|	exists=NOTEXIST:P=1.0,0.0
128076	paperref:2557	paperref:2559	|	exists=EXIST:P=0.0,1.0
120599	paperref:5242	paperref:1663	|
112768	paperref:94	paperref:4402	|	exists=NOTEXIST:P=1.0,0.0
77885	paperref:1282	paperref:2870	|	exists=NOTEXIST:P=1.0,0.0
98645	paperref:2381	paperref:633	|	exists=NOTEXIST:P=1.0,0.0
132921	paperref:1169	paperref:2105	|	exists=NOTEXIST:P=1.0,0.0
117770	paperref:1546	paperref:2182	|	exists=NOTEXIST:P=1.0,0.0
127542	paperref:551	paperref:552	|	exists=EXIST:P=0.0,1.0
119018	paperref:1166	paperref:757	|
93617	paperref:303	paperref:3274	|
87370	paperref:4538	paperref:3829	|
126245	paperref:826	paperref:5422	|	exists=NOTEXIST:P=1.0,0.0
92828	paperref:1171	paperref:4535	|
128873	paperref:497	paperref:1167	|	exists=NOTEXIST:P=1.0,0.0
88332	paperref:2922	paperref:1137	|
92045	paperref:829	paperref:1496	|
122328	paperref:2707	paperref:1667	|	exists=NOTEXIST:P=1.0,0.0
110613	paperref:4828	paperref:1344	|
117108	paperref:3737	paperref:3443	|
106223	paperref:3901	paperref:4803	|
106347	paperref:550	paperref:3902	|	exists=NOTEXIST:P=1.0,0.0
113265	paperref:1112	paperref:2683	|	exists=NOTEXIST:P=1.0,0.0
80123	paperref:2913	paperref:275	|	exists=NOTEXIST:P=1.0,0.0
118131	paperref:899	paperref:3022	|	exists=NOTEXIST:P=1.0,0.0
131082	paperref:5171	paperref:2702	|	exists=NOTEXIST:P=1.0,0.0
105022	paperref:2708	paperref:5398	|	exists=NOTEXIST:P=1.0,0.0
93734	paperref:1867	paperref:4639	|	exists=NOTEXIST:P=1.0,0.0
83058	paperref:3332	paperref:927	|	exists=NOTEXIST:P=1.0,0.0
113234	paperref:4491	paperref:2316	|	exists=NOTEXIST:P=1.0,0.0
121642	paperref:1705	paperref:1187	|	exists=NOTEXIST:P=1.0,0.0
112968	paperref:753	paperref:3248	|	exists=NOTEXIST:P=1.0,0.0
97818	paperref:3834	paperref:806	|
87207	paperref:603	paperref:3829	|	exists=NOTEXIST:P=1.0,0.0
110674	paperref:3847	paperref:606	|
98506	paperref:2381	paperref:4882	|	exists=NOTEXIST:P=1.0,0.0
82677	paperref:926	paperref:5606	|
76419	paperref:2457	paperref:3367	|	exists=NOTEXIST:P=1.0,0.0
116243	paperref:2842	paperref:5505	|	exists=NOTEXIST:P=1.0,0.0
132547	paperref:1302	paperref:1304	|	exists=EXIST:P=0.0,1.0
82389	paperref:5458	paperref:5460	|
100329	paperref:597	paperref:5224	|	exists=NOTEXIST:P=1.0,0.0
102465	paperref:3106	paperref:70	|
75499	paperref:3906	paperref:4103	|
121643	paperref:1187	paperref:2269	|
82966	paperref:3250	paperref:524	|	exists=NOTEXIST:P=1.0,0.0
131980	paperref:2708	paperref:1708	|
93336	paperref:1171	paperref:4166	|	exists=NOTEXIST:P=1.0,0.0
111074	paperref:3911	paperref:1532	|	exists=NOTEXIST:P=1.0,0.0
107382	paperref:3419	paperref:4261	|
86589	paperref:444	paperref:3244	|	exists=NOTEXIST:P=1.0,0.0
113539	paperref:3851	paperref:4259	|
126533	paperref:4745	paperref:2331	|
110668	paperref:3847	paperref:3245	|
129372	paperref:2112	paperref:2113	|
111983	paperref:2692	paperref:3897	|
117144	paperref:2719	paperref:2718	|	exists=EXIST:P=0.0,1.0
96691	paperref:3836	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
91597	paperref:4538	paperref:4247	|	exists=NOTEXIST:P=1.0,0.0
113842	paperref:3850	paperref:3875	|	exists=NOTEXIST:P=1.0,0.0
132626	paperref:694	paperref:695	|	exists=EXIST:P=0.0,1.0
111944	paperref:4372	paperref:3849	|	exists=NOTEXIST:P=1.0,0.0
99061	paperref:1329	paperref:599	|	exists=NOTEXIST:P=1.0,0.0
120382	paperref:1169	paperref:755	|
128053	paperref:419	paperref:1711	|	exists=NOTEXIST:P=1.0,0.0
113374	paperref:924	paperref:3249	|	exists=NOTEXIST:P=1.0,0.0
95749	paperref:2703	paperref:2004	|
87095	paperref:3872	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
126277	paperref:5232	paperref:77	|	exists=NOTEXIST:P=1.0,0.0
97774	paperref:3834	paperref:2689	|
78813	paperref:1404	paperref:1752	|
83315	paperref:2724	paperref:2521	|	exists=NOTEXIST:P=1.0,0.0
122571	paperref:3247	paperref:4261	|	exists=NOTEXIST:P=1.0,0.0
122709	paperref:5622	paperref:622	|
90289	paperref:1532	paperref:1133	|
113982	paperref:2901	paperref:2903	|	exists=EXIST:P=0.0,1.0
131425	paperref:1059	paperref:1641	|
120467	paperref:3424	paperref:3334	|
132997	paperref:4392	paperref:5212	|	exists=NOTEXIST:P=1.0,0.0
131229	paperref:961	paperref:1601	|	exists=NOTEXIST:P=1.0,0.0
90495	paperref:3831	paperref:3666	|
118490	paperref:3423	paperref:1059	|	exists=NOTEXIST:P=1.0,0.0
89086	paperref:1755	paperref:550	|	exists=NOTEXIST:P=1.0,0.0
116719	paperref:647	paperref:3910	|	exists=NOTEXIST:P=1.0,0.0
94951	paperref:3531	paperref:2666	|
110359	paperref:1130	paperref:1171	|
124300	paperref:4251	paperref:2198	|	exists=NOTEXIST:P=1.0,0.0
94271	paperref:2665	paperref:1567	|
112915	paperref:285	paperref:3736	|
112816	paperref:4135	paperref:3245	|
85617	paperref:2570	paperref:4858	|
82483	paperref:925	paperref:4161	|
103214	paperref:3907	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
126166	paperref:1253	paperref:1057	|
134242	paperref:471	paperref:4821	|
95182	paperref:1570	paperref:2666	|
129905	paperref:4801	paperref:3897	|
107800	paperref:3497	paperref:3852	|	exists=NOTEXIST:P=1.0,0.0
78792	paperref:1404	paperref:5279	|
83182	paperref:3398	paperref:3497	|
116042	paperref:4798	paperref:2688	|	exists=NOTEXIST:P=1.0,0.0
76429	paperref:3365	paperref:2457	|
99420	paperref:3838	paperref:1543	|
82632	paperref:698	paperref:3979	|	exists=NOTEXIST:P=1.0,0.0
94501	paperref:4542	paperref:3848	|
104937	paperref:1749	paperref:1236	|
77973	paperref:3550	paperref:5646	|	exists=NOTEXIST:P=1.0,0.0
90900	paperref:3911	paperref:1754	|	exists=NOTEXIST:P=1.0,0.0
89271	paperref:3833	paperref:3498	|	exists=NOTEXIST:P=1.0,0.0
91563	paperref:4538	paperref:3850	|	exists=NOTEXIST:P=1.0,0.0
80011	paperref:1486	paperref:3491	|	exists=NOTEXIST:P=1.0,0.0
90274	paperref:1133	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
133527	paperref:2075	paperref:5189	|	exists=NOTEXIST:P=1.0,0.0
100461	paperref:4243	paperref:653	|
101465	paperref:3842	paperref:802	|	exists=NOTEXIST:P=1.0,0.0
131360	paperref:3443	paperref:3359	|	exists=NOTEXIST:P=1.0,0.0
112715	paperref:2691	paperref:2027	|	exists=NOTEXIST:P=1.0,0.0
86602	paperref:444	paperref:3666	|
118195	paperref:1634	paperref:3858	|
100513	paperref:653	paperref:3910	|
75661	paperref:168	paperref:1278	|	exists=NOTEXIST:P=1.0,0.0
129076	paperref:2558	paperref:3871	|
109786	paperref:804	paperref:2698	|
121527	paperref:3245	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
103700	paperref:1618	paperref:1469	|	exists=NOTEXIST:P=1.0,0.0
101409	paperref:652	paperref:648	|	exists=EXIST:P=0.0,1.0
129278	paperref:4801	paperref:612	|
91388	paperref:643	paperref:3830	|
123552	paperref:601	paperref:1632	|
129813	paperref:3785	paperref:3870	|	exists=NOTEXIST:P=1.0,0.0
132510	paperref:3662	paperref:1057	|	exists=NOTEXIST:P=1.0,0.0
130828	paperref:3947	paperref:3451	|	exists=NOTEXIST:P=1.0,0.0
86626	paperref:3834	paperref:444	|	exists=NOTEXIST:P=1.0,0.0
130740	paperref:4374	paperref:2187	|
124370	paperref:4895	paperref:4892	|	exists=EXIST:P=0.0,1.0
108615	paperref:2855	paperref:1905	|	exists=NOTEXIST:P=1.0,0.0
93476	paperref:942	paperref:654	|
81359	paperref:2379	paperref:528	|
86785	paperref:529	paperref:3662	|	exists=NOTEXIST:P=1.0,0.0
123354	paperref:5232	paperref:81	|	exists=NOTEXIST:P=1.0,0.0
78150	paperref:5270	paperref:5326	|
112264	paperref:1663	paperref:2146	|	exists=NOTEXIST:P=1.0,0.0
80189	paperref:2020	paperref:2268	|	exists=NOTEXIST:P=1.0,0.0
77193	paperref:3172	paperref:3899	|
101876	paperref:4337	paperref:3018	|
123426	paperref:1559	paperref:2102	|	exists=NOTEXIST:P=1.0,0.0
126291	paperref:827	paperref:255	|	exists=NOTEXIST:P=1.0,0.0
121003	paperref:609	paperref:3665	|
120797	paperref:4590	paperref:764	|
96055	paperref:4224	paperref:113	|
125160	paperref:4255	paperref:2297	|
113248	paperref:4491	paperref:334	|	exists=NOTEXIST:P=1.0,0.0
114060	paperref:3962	paperref:2056	|	exists=NOTEXIST:P=1.0,0.0
112525	paperref:4148	paperref:4147	|	exists=EXIST:P=0.0,1.0
126550	paperref:2552	paperref:3897	|	exists=NOTEXIST:P=1.0,0.0
114685	paperref:1888	paperref:5400	|
75806	paperref:3175	paperref:3176	|	exists=EXIST:P=0.0,1.0
128953	paperref:957	paperref:2555	|
127545	paperref:551	paperref:3139	|	exists=NOTEXIST:P=1.0,0.0
131338	paperref:5072	paperref:5075	|	exists=EXIST:P=0.0,1.0
132863	paperref:3800	paperref:3802	|	exists=EXIST:P=0.0,1.0
118510	paperref:3423	paperref:3873	|
124367	paperref:4896	paperref:4892	|
82445	paperref:925	paperref:3249	|
78143	paperref:5327	paperref:5270	|
94382	paperref:4223	paperref:2659	|
134539	paperref:4303	paperref:4304	|	exists=EXIST:P=0.0,1.0
102538	paperref:3106	paperref:633	|
103129	paperref:3908	paperref:3907	|	exists=EXIST:P=0.0,1.0
119287	paperref:4252	paperref:3422	|
104878	paperref:2585	paperref:2583	|
88557	paperref:4799	paperref:1137	|
96182	paperref:995	paperref:3482	|
92936	paperref:4535	paperref:644	|	exists=NOTEXIST:P=1.0,0.0
83282	paperref:1491	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
85404	paperref:4655	paperref:5389	|	exists=NOTEXIST:P=1.0,0.0
123229	paperref:1723	paperref:820	|	exists=NOTEXIST:P=1.0,0.0
107189	paperref:3329	paperref:1543	|
103972	paperref:3909	paperref:550	|
75642	paperref:4103	paperref:2692	|
79013	paperref:3972	paperref:3783	|	exists=NOTEXIST:P=1.0,0.0
112268	paperref:2146	paperref:1716	|
111200	paperref:2614	paperref:1474	|
88276	paperref:1902	paperref:5502	|
87758	paperref:1135	paperref:3900	|
130061	paperref:3872	paperref:1640	|
88521	paperref:5268	paperref:1137	|
96179	paperref:3482	paperref:3864	|	exists=NOTEXIST:P=1.0,0.0
118377	paperref:551	paperref:645	|
87356	paperref:3829	paperref:1133	|
83071	paperref:1051	paperref:927	|	exists=NOTEXIST:P=1.0,0.0
130650	paperref:3876	paperref:5607	|
114864	paperref:5439	paperref:5370	|	exists=NOTEXIST:P=1.0,0.0
97007	paperref:454	paperref:3904	|
96233	paperref:3850	paperref:3482	|	exists=NOTEXIST:P=1.0,0.0
117095	paperref:497	paperref:2687	|	exists=NOTEXIST:P=1.0,0.0
118152	paperref:753	paperref:3858	|
93954	paperref:4541	paperref:2773	|	exists=NOTEXIST:P=1.0,0.0
79309	paperref:1878	paperref:1546	|
127737	paperref:78	paperref:76	|	exists=EXIST:P=0.0,1.0
128728	paperref:497	paperref:1700	|	exists=NOTEXIST:P=1.0,0.0
104431	paperref:3200	paperref:3199	|
76214	paperref:3374	paperref:1077	|
132631	paperref:1424	paperref:1394	|	exists=NOTEXIST:P=1.0,0.0
87087	paperref:3828	paperref:3870	|	exists=NOTEXIST:P=1.0,0.0
86296	paperref:600	paperref:3827	|
114172	paperref:1475	paperref:1654	|	exists=NOTEXIST:P=1.0,0.0
80262	paperref:1135	paperref:1487	|	exists=NOTEXIST:P=1.0,0.0
77555	paperref:1403	paperref:452	|
121954	paperref:607	paperref:601	|	exists=EXIST:P=0.0,1.0
94411	paperref:4542	paperref:3905	|	exists=NOTEXIST:P=1.0,0.0
102344	paperref:3127	paperref:3845	|	exists=NOTEXIST:P=1.0,0.0
111337	paperref:551	paperref:3848	|
97128	paperref:4998	paperref:3659	|	exists=NOTEXIST:P=1.0,0.0
94215	paperref:957	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
126514	paperref:252	paperref:825	|
120646	paperref:3243	paperref:3664	|	exists=NOTEXIST:P=1.0,0.0
115760	paperref:3404	paperref:3401	|
117605	paperref:2062	paperref:4973	|	exists=NOTEXIST:P=1.0,0.0
93631	paperref:941	paperref:547	|	exists=NOTEXIST:P=1.0,0.0
115361	paperref:1171	paperref:1969	|
127756	paperref:1250	paperref:610	|
80140	paperref:1714	paperref:2913	|	exists=NOTEXIST:P=1.0,0.0
126842	paperref:4693	paperref:5024	|
78529	paperref:1877	paperref:3333	|
113868	paperref:3850	paperref:643	|	exists=NOTEXIST:P=1.0,0.0
131912	paperref:5605	paperref:5602	|
85448	paperref:3304	paperref:5398	|	exists=NOTEXIST:P=1.0,0.0
129445	paperref:1038	paperref:1037	|	exists=EXIST:P=0.0,1.0
133843	paperref:5000	paperref:260	|	exists=NOTEXIST:P=1.0,0.0
120248	paperref:602	paperref:2191	|
118077	paperref:644	paperref:2838	|	exists=NOTEXIST:P=1.0,0.0
96470	paperref:2476	paperref:1521	|	exists=NOTEXIST:P=1.0,0.0
83325	paperref:999	paperref:2521	|
100639	paperref:3197	paperref:837	|	exists=NOTEXIST:P=1.0,0.0
95000	paperref:4754	paperref:2327	|
130428	paperref:3874	paperref:2297	|
79604	paperref:3245	paperref:1879	|	exists=NOTEXIST:P=1.0,0.0
123041	paperref:611	paperref:1327	|
107344	paperref:3419	paperref:3246	|
84045	paperref:441	paperref:4259	|	exists=NOTEXIST:P=1.0,0.0
90514	paperref:3831	paperref:5325	|	exists=NOTEXIST:P=1.0,0.0
97093	paperref:5461	paperref:2328	|
80999	paperref:527	paperref:3856	|
114305	paperref:4190	paperref:4555	|
107794	paperref:4242	paperref:3497	|
92981	paperref:4165	paperref:544	|	exists=NOTEXIST:P=1.0,0.0
94021	paperref:4541	paperref:648	|	exists=NOTEXIST:P=1.0,0.0
119725	paperref:603	paperref:753	|	exists=NOTEXIST:P=1.0,0.0
107060	paperref:3017	paperref:4874	|	exists=NOTEXIST:P=1.0,0.0
126388	paperref:3869	paperref:3873	|	exists=EXIST:P=0.0,1.0
102574	paperref:2610	paperref:2701	|
91496	paperref:388	paperref:1117	|
128216	paperref:497	paperref:4802	|
100064	paperref:18	paperref:1185	|	exists=NOTEXIST:P=1.0,0.0
103709	paperref:2724	paperref:1469	|	exists=NOTEXIST:P=1.0,0.0
100324	paperref:1880	paperref:597	|	exists=NOTEXIST:P=1.0,0.0
97977	paperref:5579	paperref:2957	|	exists=NOTEXIST:P=1.0,0.0
128352	paperref:4798	paperref:4803	|
131385	paperref:4948	paperref:4944	|
80828	paperref:929	paperref:605	|	exists=NOTEXIST:P=1.0,0.0
95979	paperref:3483	paperref:3864	|
122394	paperref:606	paperref:2555	|
85731	paperref:1219	paperref:3105	|	exists=NOTEXIST:P=1.0,0.0
91159	paperref:3906	paperref:3830	|	exists=NOTEXIST:P=1.0,0.0
92283	paperref:3842	paperref:5326	|	exists=NOTEXIST:P=1.0,0.0
124040	paperref:765	paperref:4595	|	exists=NOTEXIST:P=1.0,0.0
86127	paperref:506	paperref:5257	|
103290	paperref:4796	paperref:3105	|	exists=NOTEXIST:P=1.0,0.0
100446	paperref:5634	paperref:4758	|
100516	paperref:653	paperref:2687	|
119955	paperref:3420	paperref:3242	|
131023	paperref:982	paperref:981	|	exists=EXIST:P=0.0,1.0
83935	paperref:1401	paperref:4247	|
110827	paperref:3847	paperref:648	|
116712	paperref:647	paperref:4806	|
93224	paperref:1532	paperref:943	|	exists=NOTEXIST:P=1.0,0.0
104794	paperref:4151	paperref:3044	|	exists=NOTEXIST:P=1.0,0.0
124898	paperref:2296	paperref:1329	|	exists=NOTEXIST:P=1.0,0.0
111439	paperref:1544	paperref:3848	|	exists=NOTEXIST:P=1.0,0.0
85747	paperref:1219	paperref:763	|	exists=NOTEXIST:P=1.0,0.0
88491	paperref:4783	paperref:1137	|	exists=NOTEXIST:P=1.0,0.0
80579	paperref:5335	paperref:1539	|	exists=NOTEXIST:P=1.0,0.0
98548	paperref:2381	paperref:1636	|	exists=NOTEXIST:P=1.0,0.0
81631	paperref:3499	paperref:5279	|
123249	paperref:1328	paperref:3871	|
121170	paperref:3244	paperref:3661	|	exists=NOTEXIST:P=1.0,0.0
119188	paperref:2111	paperref:604	|
89428	paperref:3833	paperref:4373	|
131488	paperref:5073	paperref:1850	|
129518	paperref:3878	paperref:4262	|	exists=NOTEXIST:P=1.0,0.0
118004	paperref:4254	paperref:1543	|	exists=NOTEXIST:P=1.0,0.0
84191	paperref:4652	paperref:5500	|
80467	paperref:2021	paperref:3668	|	exists=NOTEXIST:P=1.0,0.0
130998	paperref:1244	paperref:256	|	exists=NOTEXIST:P=1.0,0.0
79806	paperref:4543	paperref:4784	|	exists=NOTEXIST:P=1.0,0.0
108855	paperref:3567	paperref:4637	|
82541	paperref:925	paperref:1237	|
117241	paperref:551	paperref:2686	|
104568	paperref:3840	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
122246	paperref:3420	paperref:3124	|
117828	paperref:3420	paperref:430	|	exists=NOTEXIST:P=1.0,0.0
131685	paperref:5607	paperref:3661	|	exists=NOTEXIST:P=1.0,0.0
95845	paperref:4367	paperref:2004	|
99447	paperref:3423	paperref:879	|
79178	paperref:1407	paperref:1520	|	exists=NOTEXIST:P=1.0,0.0
118883	paperref:3878	paperref:3240	|
91849	paperref:1495	paperref:304	|	exists=NOTEXIST:P=1.0,0.0
90442	paperref:3491	paperref:3831	|	exists=NOTEXIST:P=1.0,0.0
75758	paperref:1524	paperref:4437	|
99108	paperref:3877	paperref:599	|	exists=NOTEXIST:P=1.0,0.0
124920	paperref:4810	paperref:1918	|	exists=NOTEXIST:P=1.0,0.0
95756	paperref:2702	paperref:2004	|
85222	paperref:2395	paperref:3847	|
108420	paperref:3414	paperref:3738	|
98996	paperref:3247	paperref:599	|	exists=NOTEXIST:P=1.0,0.0
103493	paperref:3908	paperref:4243	|
131965	paperref:960	paperref:5604	|	exists=NOTEXIST:P=1.0,0.0
124882	paperref:1329	paperref:2181	|
130768	paperref:578	paperref:773	|	exists=NOTEXIST:P=1.0,0.0
79494	paperref:3971	paperref:3781	|	exists=NOTEXIST:P=1.0,0.0
92532	paperref:389	paperref:136	|
105412	paperref:1056	paperref:4880	|	exists=NOTEXIST:P=1.0,0.0
106885	paperref:5390	paperref:4702	|
127527	paperref:766	paperref:5172	|
131128	paperref:4798	paperref:3899	|
109293	paperref:5395	paperref:1187	|
114518	paperref:219	paperref:1229	|
124305	paperref:4261	paperref:4251	|
85691	paperref:4926	paperref:3876	|	exists=NOTEXIST:P=1.0,0.0
133357	paperref:1639	paperref:1635	|	exists=EXIST:P=0.0,1.0
96042	paperref:4224	paperref:1942	|
133114	paperref:4190	paperref:2702	|
107266	paperref:205	paperref:1188	|	exists=NOTEXIST:P=1.0,0.0
87736	paperref:1135	paperref:4539	|
102854	paperref:4980	paperref:1537	|
79147	paperref:930	paperref:3333	|
96958	paperref:3501	paperref:1751	|
121094	paperref:609	paperref:1632	|	exists=NOTEXIST:P=1.0,0.0
125722	paperref:5225	paperref:4256	|
111877	paperref:3851	paperref:3849	|
98345	paperref:646	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
88991	paperref:1138	paperref:2692	|
81140	paperref:2019	paperref:545	|	exists=NOTEXIST:P=1.0,0.0
85230	paperref:2395	paperref:3839	|	exists=NOTEXIST:P=1.0,0.0
128639	paperref:610	paperref:1055	|
118641	paperref:3872	paperref:605	|
95307	paperref:939	paperref:5340	|
83582	paperref:4170	paperref:649	|
82647	paperref:3979	paperref:578	|
131506	paperref:350	paperref:351	|
101181	paperref:4159	paperref:3111	|
79461	paperref:4544	paperref:1531	|	exists=NOTEXIST:P=1.0,0.0
106279	paperref:3901	paperref:654	|
124005	paperref:113	paperref:4885	|
120915	paperref:1174	paperref:754	|
94884	paperref:4753	paperref:2539	|	exists=NOTEXIST:P=1.0,0.0
119548	paperref:4593	paperref:5172	|	exists=NOTEXIST:P=1.0,0.0
78815	paperref:1404	paperref:455	|	exists=NOTEXIST:P=1.0,0.0
119094	paperref:757	paperref:3663	|
115341	paperref:2772	paperref:3967	|	exists=NOTEXIST:P=1.0,0.0
115085	paperref:3969	paperref:5621	|	exists=NOTEXIST:P=1.0,0.0
114177	paperref:1285	paperref:1475	|	exists=NOTEXIST:P=1.0,0.0
105348	paperref:4609	paperref:1127	|
123605	paperref:4883	paperref:3663	|	exists=NOTEXIST:P=1.0,0.0
83161	paperref:3398	paperref:3844	|
102012	paperref:3910	paperref:651	|
106387	paperref:4248	paperref:3902	|	exists=NOTEXIST:P=1.0,0.0
98300	paperref:1544	paperref:3835	|	exists=NOTEXIST:P=1.0,0.0
97783	paperref:3834	paperref:3402	|
84759	paperref:2557	paperref:443	|
102063	paperref:1538	paperref:4592	|	exists=NOTEXIST:P=1.0,0.0
134204	paperref:2943	paperref:2945	|	exists=EXIST:P=0.0,1.0
89049	paperref:4114	paperref:4112	|
82201	paperref:4173	paperref:3043	|	exists=NOTEXIST:P=1.0,0.0
88260	paperref:1136	paperref:2692	|
80885	paperref:2616	paperref:224	|
117255	paperref:2686	paperref:4247	|	exists=NOTEXIST:P=1.0,0.0
122860	paperref:5512	paperref:560	|
96605	paperref:3622	paperref:455	|
77488	paperref:1403	paperref:4784	|
130114	paperref:3872	paperref:1622	|	exists=NOTEXIST:P=1.0,0.0
84069	paperref:3822	paperref:3823	|
93991	paperref:4541	paperref:546	|
84485	paperref:3873	paperref:1299	|	exists=NOTEXIST:P=1.0,0.0
105816	paperref:4793	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
107411	paperref:3419	paperref:4259	|	exists=NOTEXIST:P=1.0,0.0
81309	paperref:382	paperref:383	|
132575	paperref:5074	paperref:1375	|	exists=NOTEXIST:P=1.0,0.0
90082	paperref:3910	paperref:1753	|	exists=NOTEXIST:P=1.0,0.0
107542	paperref:548	paperref:3622	|
132797	paperref:1170	paperref:2198	|
85169	paperref:2395	paperref:2704	|
90877	paperref:1754	paperref:545	|
120772	paperref:2829	paperref:134	|	exists=NOTEXIST:P=1.0,0.0
114904	paperref:3621	paperref:3500	|
111638	paperref:2558	paperref:3328	|	exists=NOTEXIST:P=1.0,0.0
128763	paperref:497	paperref:1175	|	exists=NOTEXIST:P=1.0,0.0
122517	paperref:3247	paperref:5607	|
105793	paperref:4793	paperref:604	|
122048	paperref:3420	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
113150	paperref:766	paperref:3852	|
128854	paperref:497	paperref:4395	|
112743	paperref:2691	paperref:4803	|
95287	paperref:4751	paperref:4745	|
105913	paperref:3900	paperref:609	|
132981	paperref:242	paperref:2884	|
120451	paperref:3424	paperref:2291	|	exists=NOTEXIST:P=1.0,0.0
105571	paperref:128	paperref:4791	|
80243	paperref:4177	paperref:1089	|
77729	paperref:1402	paperref:3902	|
92500	paperref:1497	paperref:2845	|	exists=NOTEXIST:P=1.0,0.0
87353	paperref:3829	paperref:1060	|
88145	paperref:1136	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
91301	paperref:3830	paperref:4803	|
94766	paperref:2664	paperref:1568	|	exists=NOTEXIST:P=1.0,0.0
77277	paperref:5212	paperref:1513	|	exists=NOTEXIST:P=1.0,0.0
121658	paperref:1250	paperref:1187	|	exists=NOTEXIST:P=1.0,0.0
114755	paperref:4783	paperref:646	|	exists=NOTEXIST:P=1.0,0.0
113534	paperref:4190	paperref:3851	|	exists=NOTEXIST:P=1.0,0.0
104735	paperref:3331	paperref:2555	|
133680	paperref:1655	paperref:1654	|	exists=EXIST:P=0.0,1.0
124389	paperref:3018	paperref:1276	|	exists=NOTEXIST:P=1.0,0.0
95941	paperref:591	paperref:5137	|	exists=NOTEXIST:P=1.0,0.0
75796	paperref:2342	paperref:4286	|
94523	paperref:4777	paperref:4756	|
82808	paperref:3399	paperref:3404	|
118188	paperref:3858	paperref:1167	|
87520	paperref:5453	paperref:3832	|
77512	paperref:1403	paperref:5455	|	exists=NOTEXIST:P=1.0,0.0
131280	paperref:1640	paperref:2108	|	exists=NOTEXIST:P=1.0,0.0
84807	paperref:2396	paperref:3843	|	exists=NOTEXIST:P=1.0,0.0
98578	paperref:2381	paperref:2109	|	exists=NOTEXIST:P=1.0,0.0
114202	paperref:3626	paperref:93	|
125865	paperref:4259	paperref:1174	|
112695	paperref:2336	paperref:4497	|	exists=NOTEXIST:P=1.0,0.0
127105	paperref:3911	paperref:2553	|
107459	paperref:5582	paperref:5580	|	exists=EXIST:P=0.0,1.0
126139	paperref:1253	paperref:1942	|
111720	paperref:766	paperref:1534	|
108470	paperref:3850	paperref:3499	|
101269	paperref:429	paperref:755	|	exists=NOTEXIST:P=1.0,0.0
106949	paperref:4246	paperref:3495	|
98096	paperref:3247	paperref:3835	|
132214	paperref:5602	paperref:2292	|
103178	paperref:3907	paperref:2689	|	exists=NOTEXIST:P=1.0,0.0
92139	paperref:5280	paperref:2829	|	exists=NOTEXIST:P=1.0,0.0
120879	paperref:754	paperref:2291	|	exists=NOTEXIST:P=1.0,0.0
85962	paperref:1170	paperref:5120	|
127129	paperref:1717	paperref:1718	|	exists=EXIST:P=0.0,1.0
126045	paperref:3706	paperref:4029	|
110570	paperref:1531	paperref:1635	|	exists=NOTEXIST:P=1.0,0.0
106479	paperref:206	paperref:3012	|
78384	paperref:3618	paperref:1405	|	exists=NOTEXIST:P=1.0,0.0
125175	paperref:2339	paperref:2077	|
90036	paperref:419	paperref:2444	|	exists=NOTEXIST:P=1.0,0.0
