UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
114813	paperref:3622	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
119989	paperref:1303	paperref:3242	|	exists=NOTEXIST:P=1.0,0.0
82330	paperref:3619	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
131318	paperref:3781	paperref:697	|	exists=NOTEXIST:P=1.0,0.0
83849	paperref:1401	paperref:2691	|
76586	paperref:4102	paperref:1400	|	exists=NOTEXIST:P=1.0,0.0
104325	paperref:3423	paperref:3332	|	exists=NOTEXIST:P=1.0,0.0
89013	paperref:4651	paperref:4703	|	exists=NOTEXIST:P=1.0,0.0
112012	paperref:2692	paperref:4247	|	exists=NOTEXIST:P=1.0,0.0
107220	paperref:5649	paperref:5648	|	exists=EXIST:P=0.0,1.0
98371	paperref:1532	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
107571	paperref:995	paperref:4589	|	exists=NOTEXIST:P=1.0,0.0
133228	paperref:1637	paperref:1060	|	exists=NOTEXIST:P=1.0,0.0
94621	paperref:595	paperref:611	|	exists=EXIST:P=0.0,1.0
95538	paperref:3484	paperref:996	|
76714	paperref:1708	paperref:4316	|	exists=NOTEXIST:P=1.0,0.0
93726	paperref:1867	paperref:2053	|
113869	paperref:3850	paperref:4798	|	exists=NOTEXIST:P=1.0,0.0
99333	paperref:3838	paperref:3668	|
112848	paperref:4135	paperref:3877	|	exists=NOTEXIST:P=1.0,0.0
129240	paperref:1060	paperref:612	|
104217	paperref:3841	paperref:1251	|
81265	paperref:5455	paperref:4255	|	exists=NOTEXIST:P=1.0,0.0
102117	paperref:803	paperref:2707	|	exists=NOTEXIST:P=1.0,0.0
107964	paperref:5436	paperref:2751	|	exists=NOTEXIST:P=1.0,0.0
111100	paperref:1532	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
122461	paperref:606	paperref:2204	|
88309	paperref:2973	paperref:4638	|
126242	paperref:826	paperref:5423	|	exists=NOTEXIST:P=1.0,0.0
103722	paperref:1469	paperref:253	|	exists=NOTEXIST:P=1.0,0.0
115214	paperref:2106	paperref:1968	|
93281	paperref:5368	paperref:306	|	exists=NOTEXIST:P=1.0,0.0
103149	paperref:3907	paperref:544	|	exists=NOTEXIST:P=1.0,0.0
105625	paperref:4833	paperref:2259	|
98755	paperref:1983	paperref:3875	|	exists=NOTEXIST:P=1.0,0.0
91805	paperref:1495	paperref:3198	|
133016	paperref:959	paperref:2297	|	exists=NOTEXIST:P=1.0,0.0
105588	paperref:1128	paperref:3238	|	exists=NOTEXIST:P=1.0,0.0
86056	paperref:304	paperref:176	|	exists=NOTEXIST:P=1.0,0.0
112709	paperref:4243	paperref:2691	|	exists=NOTEXIST:P=1.0,0.0
91663	paperref:3009	paperref:4169	|
99866	paperref:3839	paperref:996	|	exists=NOTEXIST:P=1.0,0.0
95591	paperref:3484	paperref:1533	|
122643	paperref:5473	paperref:5623	|	exists=NOTEXIST:P=1.0,0.0
76062	paperref:3878	paperref:2178	|	exists=NOTEXIST:P=1.0,0.0
89996	paperref:665	paperref:3524	|
110315	paperref:4373	paperref:3846	|	exists=NOTEXIST:P=1.0,0.0
109243	paperref:5585	paperref:3447	|	exists=NOTEXIST:P=1.0,0.0
133536	paperref:1634	paperref:2703	|
84648	paperref:2929	paperref:3302	|	exists=NOTEXIST:P=1.0,0.0
118528	paperref:3423	paperref:3878	|	exists=NOTEXIST:P=1.0,0.0
118899	paperref:4594	paperref:763	|	exists=NOTEXIST:P=1.0,0.0
112934	paperref:2141	paperref:1610	|	exists=NOTEXIST:P=1.0,0.0
94701	paperref:595	paperref:3874	|	exists=NOTEXIST:P=1.0,0.0
114157	paperref:2829	paperref:1116	|	exists=NOTEXIST:P=1.0,0.0
93449	paperref:942	paperref:4515	|	exists=NOTEXIST:P=1.0,0.0
101776	paperref:650	paperref:3904	|	exists=NOTEXIST:P=1.0,0.0
93646	paperref:941	paperref:3497	|	exists=NOTEXIST:P=1.0,0.0
103608	paperref:3900	paperref:3108	|	exists=NOTEXIST:P=1.0,0.0
82540	paperref:925	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
75562	paperref:454	paperref:4103	|	exists=NOTEXIST:P=1.0,0.0
119152	paperref:1326	paperref:604	|	exists=NOTEXIST:P=1.0,0.0
108118	paperref:4825	paperref:1345	|
82995	paperref:2746	paperref:2699	|	exists=NOTEXIST:P=1.0,0.0
82700	paperref:926	paperref:601	|	exists=NOTEXIST:P=1.0,0.0
96720	paperref:3836	paperref:3495	|	exists=NOTEXIST:P=1.0,0.0
109401	paperref:3417	paperref:3422	|	exists=EXIST:P=0.0,1.0
82216	paperref:3476	paperref:306	|	exists=NOTEXIST:P=1.0,0.0
83991	paperref:3683	paperref:3686	|	exists=EXIST:P=0.0,1.0
123787	paperref:4882	paperref:3878	|	exists=NOTEXIST:P=1.0,0.0
106421	paperref:206	paperref:548	|	exists=NOTEXIST:P=1.0,0.0
87044	paperref:4805	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
103917	paperref:3107	paperref:4695	|
118342	paperref:1966	paperref:5379	|
128771	paperref:497	paperref:1060	|	exists=NOTEXIST:P=1.0,0.0
85905	paperref:1219	paperref:3848	|	exists=NOTEXIST:P=1.0,0.0
100164	paperref:456	paperref:654	|
104426	paperref:5497	paperref:3199	|
92881	paperref:4535	paperref:4540	|	exists=EXIST:P=0.0,1.0
115844	paperref:5504	paperref:4705	|	exists=NOTEXIST:P=1.0,0.0
77062	paperref:647	paperref:3171	|
117858	paperref:4255	paperref:430	|	exists=NOTEXIST:P=1.0,0.0
117717	paperref:1546	paperref:5607	|	exists=NOTEXIST:P=1.0,0.0
107232	paperref:205	paperref:3138	|	exists=NOTEXIST:P=1.0,0.0
77919	paperref:2458	paperref:290	|	exists=NOTEXIST:P=1.0,0.0
104296	paperref:3841	paperref:5116	|
98735	paperref:1983	paperref:3245	|
129070	paperref:2558	paperref:1307	|	exists=NOTEXIST:P=1.0,0.0
89807	paperref:3832	paperref:4164	|	exists=NOTEXIST:P=1.0,0.0
122112	paperref:957	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
81691	paperref:3849	paperref:5279	|	exists=NOTEXIST:P=1.0,0.0
87183	paperref:2399	paperref:5439	|	exists=NOTEXIST:P=1.0,0.0
88599	paperref:3980	paperref:3779	|	exists=NOTEXIST:P=1.0,0.0
120112	paperref:62	paperref:61	|
125093	paperref:4255	paperref:1250	|	exists=NOTEXIST:P=1.0,0.0
105363	paperref:2506	paperref:2505	|
83884	paperref:1401	paperref:2923	|
93892	paperref:5468	paperref:123	|	exists=NOTEXIST:P=1.0,0.0
109835	paperref:4980	paperref:3153	|	exists=NOTEXIST:P=1.0,0.0
90810	paperref:1522	paperref:1523	|	exists=EXIST:P=0.0,1.0
88298	paperref:1902	paperref:4705	|	exists=NOTEXIST:P=1.0,0.0
88217	paperref:1136	paperref:3898	|
100013	paperref:878	paperref:3125	|	exists=NOTEXIST:P=1.0,0.0
129041	paperref:4895	paperref:258	|	exists=NOTEXIST:P=1.0,0.0
76907	paperref:4542	paperref:1591	|	exists=NOTEXIST:P=1.0,0.0
95091	paperref:4540	paperref:549	|	exists=NOTEXIST:P=1.0,0.0
115131	paperref:2632	paperref:1221	|	exists=NOTEXIST:P=1.0,0.0
89154	paperref:655	paperref:1755	|	exists=NOTEXIST:P=1.0,0.0
124431	paperref:4021	paperref:1375	|	exists=NOTEXIST:P=1.0,0.0
134237	paperref:5224	paperref:3661	|
109525	paperref:5587	paperref:3503	|	exists=NOTEXIST:P=1.0,0.0
96800	paperref:3836	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
89028	paperref:2624	paperref:4651	|	exists=NOTEXIST:P=1.0,0.0
120273	paperref:602	paperref:4258	|	exists=NOTEXIST:P=1.0,0.0
121113	paperref:3244	paperref:5607	|	exists=NOTEXIST:P=1.0,0.0
88043	paperref:940	paperref:452	|	exists=NOTEXIST:P=1.0,0.0
102326	paperref:3845	paperref:2699	|
96978	paperref:3383	paperref:3381	|	exists=EXIST:P=0.0,1.0
94319	paperref:513	paperref:1229	|	exists=NOTEXIST:P=1.0,0.0
111235	paperref:3848	paperref:1702	|	exists=NOTEXIST:P=1.0,0.0
104859	paperref:4746	paperref:2851	|	exists=NOTEXIST:P=1.0,0.0
130977	paperref:3878	paperref:1633	|
109649	paperref:1476	paperref:2616	|
133858	paperref:2703	paperref:2702	|
110795	paperref:3847	paperref:3250	|	exists=NOTEXIST:P=1.0,0.0
80498	paperref:632	paperref:2021	|	exists=NOTEXIST:P=1.0,0.0
92726	paperref:2929	paperref:4070	|
83885	paperref:1401	paperref:3901	|
89928	paperref:5069	paperref:1536	|
126273	paperref:5232	paperref:79	|	exists=NOTEXIST:P=1.0,0.0
88490	paperref:943	paperref:1137	|
96692	paperref:3836	paperref:3840	|	exists=EXIST:P=0.0,1.0
97529	paperref:4918	paperref:4127	|
98894	paperref:5133	paperref:4990	|
104769	paperref:958	paperref:3331	|	exists=NOTEXIST:P=1.0,0.0
133480	paperref:3662	paperref:1633	|	exists=NOTEXIST:P=1.0,0.0
93461	paperref:942	paperref:3623	|	exists=NOTEXIST:P=1.0,0.0
92887	paperref:4535	paperref:2688	|
84662	paperref:822	paperref:3302	|	exists=NOTEXIST:P=1.0,0.0
112812	paperref:4252	paperref:4135	|	exists=NOTEXIST:P=1.0,0.0
129293	paperref:2191	paperref:612	|
113793	paperref:3850	paperref:3911	|
97805	paperref:3834	paperref:2687	|	exists=NOTEXIST:P=1.0,0.0
82802	paperref:3399	paperref:2537	|	exists=NOTEXIST:P=1.0,0.0
86058	paperref:5000	paperref:1294	|	exists=NOTEXIST:P=1.0,0.0
126572	paperref:2552	paperref:4806	|	exists=NOTEXIST:P=1.0,0.0
88601	paperref:4890	paperref:3980	|	exists=NOTEXIST:P=1.0,0.0
93541	paperref:4163	paperref:3897	|	exists=NOTEXIST:P=1.0,0.0
77665	paperref:3906	paperref:1402	|	exists=NOTEXIST:P=1.0,0.0
104940	paperref:2504	paperref:2327	|	exists=NOTEXIST:P=1.0,0.0
87097	paperref:3483	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
98925	paperref:3255	paperref:2387	|	exists=NOTEXIST:P=1.0,0.0
102261	paperref:650	paperref:3845	|
113977	paperref:2943	paperref:4703	|	exists=NOTEXIST:P=1.0,0.0
86431	paperref:497	paperref:3827	|	exists=NOTEXIST:P=1.0,0.0
99979	paperref:3839	paperref:4248	|	exists=NOTEXIST:P=1.0,0.0
133767	paperref:1171	paperref:5117	|	exists=NOTEXIST:P=1.0,0.0
125851	paperref:1166	paperref:4259	|	exists=NOTEXIST:P=1.0,0.0
125694	paperref:2556	paperref:4256	|	exists=NOTEXIST:P=1.0,0.0
108343	paperref:128	paperref:4788	|	exists=NOTEXIST:P=1.0,0.0
93271	paperref:2625	paperref:3602	|
99803	paperref:4757	paperref:2852	|	exists=NOTEXIST:P=1.0,0.0
99401	paperref:3838	paperref:4373	|
107789	paperref:5583	paperref:5581	|	exists=EXIST:P=0.0,1.0
110970	paperref:606	paperref:1532	|
114856	paperref:5389	paperref:2945	|
83151	paperref:805	paperref:927	|
77782	paperref:1402	paperref:649	|	exists=NOTEXIST:P=1.0,0.0
113249	paperref:4491	paperref:4979	|	exists=NOTEXIST:P=1.0,0.0
131481	paperref:5073	paperref:2105	|
97988	paperref:1355	paperref:5251	|	exists=NOTEXIST:P=1.0,0.0
93403	paperref:942	paperref:652	|	exists=NOTEXIST:P=1.0,0.0
83389	paperref:1421	paperref:2521	|	exists=NOTEXIST:P=1.0,0.0
87013	paperref:3828	paperref:3852	|	exists=EXIST:P=0.0,1.0
124623	paperref:5603	paperref:4253	|	exists=NOTEXIST:P=1.0,0.0
111312	paperref:3848	paperref:2108	|	exists=NOTEXIST:P=1.0,0.0
117870	paperref:2297	paperref:430	|
116251	paperref:539	paperref:3098	|
80491	paperref:3663	paperref:2021	|	exists=NOTEXIST:P=1.0,0.0
117962	paperref:2559	paperref:1543	|
89214	paperref:3833	paperref:3844	|	exists=EXIST:P=0.0,1.0
124110	paperref:4884	paperref:3661	|	exists=NOTEXIST:P=1.0,0.0
115883	paperref:2112	paperref:919	|	exists=NOTEXIST:P=1.0,0.0
113852	paperref:3850	paperref:4248	|
103791	paperref:766	paperref:1539	|	exists=NOTEXIST:P=1.0,0.0
117005	paperref:103	paperref:104	|	exists=EXIST:P=0.0,1.0
121166	paperref:3244	paperref:1303	|	exists=NOTEXIST:P=1.0,0.0
126795	paperref:2819	paperref:340	|
114108	paperref:1477	paperref:1474	|	exists=EXIST:P=0.0,1.0
75811	paperref:3970	paperref:3976	|	exists=EXIST:P=0.0,1.0
81947	paperref:3618	paperref:1532	|
125146	paperref:4255	paperref:3333	|	exists=NOTEXIST:P=1.0,0.0
98800	paperref:4993	paperref:4991	|	exists=EXIST:P=0.0,1.0
101665	paperref:3842	paperref:2685	|	exists=NOTEXIST:P=1.0,0.0
87568	paperref:5453	paperref:1130	|
82247	paperref:3906	paperref:3619	|	exists=NOTEXIST:P=1.0,0.0
111642	paperref:1059	paperref:3328	|
126506	paperref:257	paperref:825	|	exists=NOTEXIST:P=1.0,0.0
110682	paperref:3847	paperref:4597	|	exists=NOTEXIST:P=1.0,0.0
125736	paperref:2297	paperref:4256	|	exists=NOTEXIST:P=1.0,0.0
78549	paperref:1877	paperref:3328	|	exists=NOTEXIST:P=1.0,0.0
132782	paperref:955	paperref:2181	|
121502	paperref:608	paperref:1571	|	exists=NOTEXIST:P=1.0,0.0
93562	paperref:4163	paperref:644	|
83275	paperref:1491	paperref:1167	|	exists=NOTEXIST:P=1.0,0.0
118890	paperref:4594	paperref:1997	|	exists=NOTEXIST:P=1.0,0.0
78796	paperref:1404	paperref:4540	|	exists=NOTEXIST:P=1.0,0.0
117395	paperref:3517	paperref:3129	|
82455	paperref:925	paperref:3840	|	exists=NOTEXIST:P=1.0,0.0
79064	paperref:3850	paperref:1488	|	exists=NOTEXIST:P=1.0,0.0
95913	paperref:5267	paperref:2510	|	exists=NOTEXIST:P=1.0,0.0
83294	paperref:3197	paperref:2521	|	exists=NOTEXIST:P=1.0,0.0
116078	paperref:3552	paperref:2845	|	exists=NOTEXIST:P=1.0,0.0
134030	paperref:3667	paperref:3665	|	exists=EXIST:P=0.0,1.0
100035	paperref:2385	paperref:5445	|	exists=NOTEXIST:P=1.0,0.0
123301	paperref:2316	paperref:1937	|	exists=NOTEXIST:P=1.0,0.0
128766	paperref:497	paperref:2752	|	exists=NOTEXIST:P=1.0,0.0
77728	paperref:941	paperref:1402	|	exists=NOTEXIST:P=1.0,0.0
93583	paperref:1419	paperref:1942	|	exists=NOTEXIST:P=1.0,0.0
83002	paperref:2746	paperref:2657	|
91986	paperref:1532	paperref:4537	|	exists=NOTEXIST:P=1.0,0.0
80413	paperref:2141	paperref:371	|	exists=NOTEXIST:P=1.0,0.0
84065	paperref:5320	paperref:3822	|	exists=NOTEXIST:P=1.0,0.0
120633	paperref:606	paperref:3243	|
88515	paperref:3497	paperref:1137	|	exists=NOTEXIST:P=1.0,0.0
105563	paperref:318	paperref:562	|	exists=NOTEXIST:P=1.0,0.0
113195	paperref:3852	paperref:1542	|	exists=NOTEXIST:P=1.0,0.0
105238	paperref:4240	paperref:1462	|	exists=NOTEXIST:P=1.0,0.0
90875	paperref:1754	paperref:2027	|	exists=NOTEXIST:P=1.0,0.0
132450	paperref:1622	paperref:1301	|	exists=NOTEXIST:P=1.0,0.0
95333	paperref:4226	paperref:4225	|	exists=EXIST:P=0.0,1.0
112243	paperref:814	paperref:1938	|	exists=NOTEXIST:P=1.0,0.0
115356	paperref:4249	paperref:1223	|	exists=NOTEXIST:P=1.0,0.0
96020	paperref:497	paperref:3483	|	exists=NOTEXIST:P=1.0,0.0
97252	paperref:955	paperref:3837	|	exists=NOTEXIST:P=1.0,0.0
83989	paperref:2748	paperref:4346	|	exists=NOTEXIST:P=1.0,0.0
126401	paperref:3869	paperref:1638	|
124516	paperref:497	paperref:1026	|	exists=NOTEXIST:P=1.0,0.0
86950	paperref:3496	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
113888	paperref:1335	paperref:4493	|	exists=NOTEXIST:P=1.0,0.0
95465	paperref:1282	paperref:590	|	exists=NOTEXIST:P=1.0,0.0
83648	paperref:2294	paperref:928	|
81284	paperref:3869	paperref:5455	|	exists=NOTEXIST:P=1.0,0.0
119602	paperref:823	paperref:818	|	exists=EXIST:P=0.0,1.0
85538	paperref:4326	paperref:4324	|	exists=EXIST:P=0.0,1.0
75443	paperref:3	paperref:4434	|	exists=NOTEXIST:P=1.0,0.0
103536	paperref:3908	paperref:4244	|	exists=NOTEXIST:P=1.0,0.0
86269	paperref:3244	paperref:3827	|	exists=NOTEXIST:P=1.0,0.0
130158	paperref:2294	paperref:3334	|	exists=NOTEXIST:P=1.0,0.0
75863	paperref:2772	paperref:1147	|
98599	paperref:2381	paperref:3248	|	exists=NOTEXIST:P=1.0,0.0
109738	paperref:2698	paperref:2706	|	exists=EXIST:P=0.0,1.0
81825	paperref:21	paperref:1116	|	exists=NOTEXIST:P=1.0,0.0
78425	paperref:4799	paperref:1405	|
94159	paperref:1328	paperref:596	|	exists=NOTEXIST:P=1.0,0.0
104825	paperref:128	paperref:4790	|	exists=NOTEXIST:P=1.0,0.0
132939	paperref:137	paperref:4946	|	exists=NOTEXIST:P=1.0,0.0
129329	paperref:1943	paperref:2315	|
81148	paperref:2019	paperref:2004	|	exists=NOTEXIST:P=1.0,0.0
119236	paperref:2297	paperref:604	|
87576	paperref:5453	paperref:3849	|	exists=NOTEXIST:P=1.0,0.0
100346	paperref:597	paperref:4367	|	exists=NOTEXIST:P=1.0,0.0
102112	paperref:803	paperref:2704	|	exists=NOTEXIST:P=1.0,0.0
105573	paperref:4788	paperref:4791	|	exists=EXIST:P=0.0,1.0
109509	paperref:5586	paperref:2086	|	exists=NOTEXIST:P=1.0,0.0
82339	paperref:3911	paperref:3619	|	exists=NOTEXIST:P=1.0,0.0
128974	paperref:2107	paperref:2555	|
119609	paperref:2705	paperref:818	|	exists=NOTEXIST:P=1.0,0.0
98262	paperref:3835	paperref:3876	|	exists=NOTEXIST:P=1.0,0.0
122097	paperref:4260	paperref:3246	|	exists=NOTEXIST:P=1.0,0.0
90878	paperref:3496	paperref:1754	|	exists=NOTEXIST:P=1.0,0.0
78477	paperref:1877	paperref:608	|	exists=NOTEXIST:P=1.0,0.0
106075	paperref:4798	paperref:543	|	exists=NOTEXIST:P=1.0,0.0
79132	paperref:929	paperref:930	|	exists=EXIST:P=0.0,1.0
102307	paperref:3845	paperref:545	|	exists=NOTEXIST:P=1.0,0.0
132027	paperref:1708	paperref:136	|
123157	paperref:3781	paperref:5620	|	exists=NOTEXIST:P=1.0,0.0
107397	paperref:3419	paperref:5225	|	exists=NOTEXIST:P=1.0,0.0
100541	paperref:3901	paperref:653	|
134417	paperref:5223	paperref:2295	|	exists=NOTEXIST:P=1.0,0.0
132734	paperref:1997	paperref:1998	|	exists=EXIST:P=0.0,1.0
108009	paperref:4788	paperref:4787	|
131094	paperref:837	paperref:4747	|	exists=NOTEXIST:P=1.0,0.0
123845	paperref:600	paperref:4262	|
93422	paperref:942	paperref:4540	|	exists=NOTEXIST:P=1.0,0.0
85568	paperref:3343	paperref:3547	|	exists=NOTEXIST:P=1.0,0.0
102885	paperref:1704	paperref:3844	|	exists=NOTEXIST:P=1.0,0.0
105832	paperref:4793	paperref:2291	|
125874	paperref:4259	paperref:3665	|	exists=NOTEXIST:P=1.0,0.0
133318	paperref:2107	paperref:1638	|	exists=NOTEXIST:P=1.0,0.0
129592	paperref:2625	paperref:1906	|
123470	paperref:601	paperref:3662	|	exists=NOTEXIST:P=1.0,0.0
117185	paperref:649	paperref:3899	|	exists=NOTEXIST:P=1.0,0.0
96468	paperref:1752	paperref:645	|	exists=NOTEXIST:P=1.0,0.0
86696	paperref:3549	paperref:5646	|	exists=NOTEXIST:P=1.0,0.0
105398	paperref:3875	paperref:4880	|	exists=NOTEXIST:P=1.0,0.0
86868	paperref:84	paperref:3828	|	exists=NOTEXIST:P=1.0,0.0
100764	paperref:4190	paperref:3843	|	exists=NOTEXIST:P=1.0,0.0
77860	paperref:3975	paperref:773	|
86241	paperref:1701	paperref:3827	|	exists=NOTEXIST:P=1.0,0.0
84663	paperref:5117	paperref:3302	|
86503	paperref:3827	paperref:806	|	exists=NOTEXIST:P=1.0,0.0
91056	paperref:3501	paperref:1134	|	exists=NOTEXIST:P=1.0,0.0
102129	paperref:803	paperref:2698	|
79977	paperref:1486	paperref:3851	|
76927	paperref:1591	paperref:3870	|	exists=NOTEXIST:P=1.0,0.0
132202	paperref:2190	paperref:1635	|	exists=NOTEXIST:P=1.0,0.0
104157	paperref:3841	paperref:4253	|	exists=NOTEXIST:P=1.0,0.0
81698	paperref:5561	paperref:921	|
129783	paperref:2112	paperref:1167	|	exists=NOTEXIST:P=1.0,0.0
87469	paperref:3829	paperref:5116	|	exists=NOTEXIST:P=1.0,0.0
129987	paperref:3871	paperref:5607	|	exists=NOTEXIST:P=1.0,0.0
101664	paperref:3842	paperref:646	|	exists=NOTEXIST:P=1.0,0.0
96427	paperref:1752	paperref:3620	|
115377	paperref:1969	paperref:4885	|	exists=NOTEXIST:P=1.0,0.0
84250	paperref:3301	paperref:606	|	exists=NOTEXIST:P=1.0,0.0
125559	paperref:112	paperref:2279	|	exists=NOTEXIST:P=1.0,0.0
126523	paperref:2327	paperref:2331	|	exists=EXIST:P=0.0,1.0
106430	paperref:206	paperref:2690	|	exists=NOTEXIST:P=1.0,0.0
81028	paperref:1052	paperref:527	|	exists=NOTEXIST:P=1.0,0.0
101875	paperref:4337	paperref:4876	|
123364	paperref:4598	paperref:1998	|	exists=NOTEXIST:P=1.0,0.0
80677	paperref:4805	paperref:4545	|	exists=NOTEXIST:P=1.0,0.0
101178	paperref:1064	paperref:4159	|	exists=NOTEXIST:P=1.0,0.0
84337	paperref:5567	paperref:753	|
114040	paperref:286	paperref:2899	|	exists=NOTEXIST:P=1.0,0.0
98399	paperref:2819	paperref:5135	|	exists=NOTEXIST:P=1.0,0.0
96384	paperref:3274	paperref:2332	|
89906	paperref:5016	paperref:2443	|	exists=NOTEXIST:P=1.0,0.0
85063	paperref:4962	paperref:3303	|
117555	paperref:4257	paperref:1545	|	exists=NOTEXIST:P=1.0,0.0
111591	paperref:3241	paperref:3328	|	exists=NOTEXIST:P=1.0,0.0
127334	paperref:3120	paperref:4012	|
122961	paperref:4607	paperref:4609	|	exists=EXIST:P=0.0,1.0
117178	paperref:649	paperref:3910	|	exists=NOTEXIST:P=1.0,0.0
80998	paperref:527	paperref:604	|	exists=NOTEXIST:P=1.0,0.0
116978	paperref:808	paperref:807	|
109184	paperref:3416	paperref:1601	|	exists=NOTEXIST:P=1.0,0.0
126817	paperref:828	paperref:252	|	exists=NOTEXIST:P=1.0,0.0
100985	paperref:3106	paperref:3903	|
127757	paperref:497	paperref:1250	|	exists=NOTEXIST:P=1.0,0.0
82334	paperref:3619	paperref:3898	|	exists=NOTEXIST:P=1.0,0.0
107916	paperref:5392	paperref:2571	|	exists=NOTEXIST:P=1.0,0.0
125959	paperref:2700	paperref:820	|	exists=NOTEXIST:P=1.0,0.0
131512	paperref:1701	paperref:1708	|	exists=NOTEXIST:P=1.0,0.0
118670	paperref:1639	paperref:605	|	exists=NOTEXIST:P=1.0,0.0
111415	paperref:3848	paperref:5116	|	exists=NOTEXIST:P=1.0,0.0
105772	paperref:3778	paperref:3040	|
96816	paperref:1532	paperref:3836	|
119747	paperref:603	paperref:3247	|	exists=NOTEXIST:P=1.0,0.0
76131	paperref:4288	paperref:2174	|	exists=NOTEXIST:P=1.0,0.0
106037	paperref:3851	paperref:543	|	exists=NOTEXIST:P=1.0,0.0
129450	paperref:274	paperref:5242	|	exists=NOTEXIST:P=1.0,0.0
78238	paperref:376	paperref:1942	|
77616	paperref:3762	paperref:1915	|	exists=NOTEXIST:P=1.0,0.0
78349	paperref:544	paperref:1405	|	exists=NOTEXIST:P=1.0,0.0
122499	paperref:5016	paperref:5184	|	exists=NOTEXIST:P=1.0,0.0
96859	paperref:666	paperref:3525	|	exists=NOTEXIST:P=1.0,0.0
99214	paperref:3838	paperref:609	|	exists=NOTEXIST:P=1.0,0.0
129936	paperref:2700	paperref:2054	|	exists=NOTEXIST:P=1.0,0.0
84854	paperref:4190	paperref:2396	|	exists=NOTEXIST:P=1.0,0.0
79621	paperref:610	paperref:1879	|	exists=NOTEXIST:P=1.0,0.0
127512	paperref:631	paperref:2269	|	exists=NOTEXIST:P=1.0,0.0
129492	paperref:3870	paperref:4262	|	exists=NOTEXIST:P=1.0,0.0
112795	paperref:4261	paperref:4135	|	exists=NOTEXIST:P=1.0,0.0
98489	paperref:2381	paperref:1300	|	exists=NOTEXIST:P=1.0,0.0
95025	paperref:4540	paperref:70	|	exists=NOTEXIST:P=1.0,0.0
110942	paperref:1532	paperref:3243	|	exists=NOTEXIST:P=1.0,0.0
88188	paperref:1136	paperref:3840	|	exists=NOTEXIST:P=1.0,0.0
120335	paperref:755	paperref:608	|
79568	paperref:1489	paperref:4373	|
102398	paperref:100	paperref:3845	|	exists=NOTEXIST:P=1.0,0.0
83803	paperref:4550	paperref:1702	|
130244	paperref:1639	paperref:3873	|	exists=NOTEXIST:P=1.0,0.0
95202	paperref:2006	paperref:1941	|	exists=NOTEXIST:P=1.0,0.0
77914	paperref:4547	paperref:4549	|
129866	paperref:3870	paperref:1637	|	exists=NOTEXIST:P=1.0,0.0
91474	paperref:5282	paperref:3210	|	exists=NOTEXIST:P=1.0,0.0
78019	paperref:1876	paperref:601	|
123889	paperref:600	paperref:4259	|	exists=NOTEXIST:P=1.0,0.0
109191	paperref:907	paperref:4827	|	exists=NOTEXIST:P=1.0,0.0
129598	paperref:1640	paperref:2111	|	exists=NOTEXIST:P=1.0,0.0
124740	paperref:4608	paperref:5363	|	exists=NOTEXIST:P=1.0,0.0
130893	paperref:3877	paperref:2292	|	exists=NOTEXIST:P=1.0,0.0
102017	paperref:651	paperref:4803	|	exists=NOTEXIST:P=1.0,0.0
130673	paperref:955	paperref:3876	|	exists=NOTEXIST:P=1.0,0.0
114602	paperref:1699	paperref:1702	|	exists=EXIST:P=0.0,1.0
97654	paperref:3834	paperref:4251	|
113656	paperref:3851	paperref:4245	|
108013	paperref:4938	paperref:4907	|	exists=NOTEXIST:P=1.0,0.0
91572	paperref:4538	paperref:646	|	exists=NOTEXIST:P=1.0,0.0
91747	paperref:2227	paperref:3964	|	exists=NOTEXIST:P=1.0,0.0
130427	paperref:3874	paperref:3876	|	exists=EXIST:P=0.0,1.0
83581	paperref:4170	paperref:3835	|	exists=NOTEXIST:P=1.0,0.0
123115	paperref:3426	paperref:1938	|	exists=NOTEXIST:P=1.0,0.0
95686	paperref:3698	paperref:546	|	exists=NOTEXIST:P=1.0,0.0
109760	paperref:2698	paperref:4023	|	exists=NOTEXIST:P=1.0,0.0
104078	paperref:3841	paperref:3240	|	exists=NOTEXIST:P=1.0,0.0
112507	paperref:1914	paperref:4403	|	exists=NOTEXIST:P=1.0,0.0
93442	paperref:942	paperref:2685	|	exists=NOTEXIST:P=1.0,0.0
108817	paperref:5645	paperref:5212	|	exists=NOTEXIST:P=1.0,0.0
100085	paperref:18	paperref:3529	|	exists=NOTEXIST:P=1.0,0.0
82472	paperref:925	paperref:1055	|	exists=NOTEXIST:P=1.0,0.0
105480	paperref:2341	paperref:2584	|
105337	paperref:1127	paperref:3238	|	exists=NOTEXIST:P=1.0,0.0
114521	paperref:219	paperref:340	|	exists=NOTEXIST:P=1.0,0.0
