UNDIRECTED	coref
cat=NOTEXIST,EXIST:exists
372612	paperref:256392	paperref:256186	|	exists=NOTEXIST:P=1.0,0.0
378681	paperref:256324	paperref:257430	|	exists=NOTEXIST:P=1.0,0.0
378821	paperref:255529	paperref:253493	|
373329	paperref:252921	paperref:252919	|	exists=EXIST:P=0.0,1.0
349486	paperref:257395	paperref:254139	|
367874	paperref:256010	paperref:256674	|	exists=NOTEXIST:P=1.0,0.0
358096	paperref:253452	paperref:253435	|
332354	paperref:255529	paperref:255525	|	exists=EXIST:P=0.0,1.0
378746	paperref:253494	paperref:255763	|	exists=NOTEXIST:P=1.0,0.0
344696	paperref:253386	paperref:257381	|	exists=NOTEXIST:P=1.0,0.0
369126	paperref:255399	paperref:253795	|
362471	paperref:256942	paperref:253490	|	exists=NOTEXIST:P=1.0,0.0
342111	paperref:253974	paperref:256675	|
333299	paperref:253313	paperref:257659	|
370952	paperref:256717	paperref:255137	|
351640	paperref:254548	paperref:253337	|
357468	paperref:257094	paperref:253451	|	exists=NOTEXIST:P=1.0,0.0
371917	paperref:256262	paperref:256715	|
352490	paperref:256743	paperref:253387	|
366514	paperref:257005	paperref:253486	|	exists=NOTEXIST:P=1.0,0.0
332034	paperref:256602	paperref:256621	|
345651	paperref:256088	paperref:254090	|	exists=NOTEXIST:P=1.0,0.0
346659	paperref:254473	paperref:253646	|	exists=NOTEXIST:P=1.0,0.0
375619	paperref:257082	paperref:254372	|	exists=NOTEXIST:P=1.0,0.0
340269	paperref:257641	paperref:255531	|
376797	paperref:253484	paperref:253384	|	exists=NOTEXIST:P=1.0,0.0
365626	paperref:255428	paperref:257921	|	exists=NOTEXIST:P=1.0,0.0
355293	paperref:253770	paperref:253451	|
335799	paperref:253801	paperref:256262	|
378866	paperref:254008	paperref:253592	|	exists=NOTEXIST:P=1.0,0.0
337734	paperref:256618	paperref:258460	|
363852	paperref:253437	paperref:256256	|	exists=NOTEXIST:P=1.0,0.0
371990	paperref:256165	paperref:253274	|
368238	paperref:255678	paperref:253043	|
335520	paperref:257437	paperref:258175	|	exists=NOTEXIST:P=1.0,0.0
339152	paperref:255529	paperref:253390	|
346863	paperref:256718	paperref:254474	|
378211	paperref:255030	paperref:255031	|
360116	paperref:256687	paperref:255548	|	exists=NOTEXIST:P=1.0,0.0
345983	paperref:258407	paperref:257102	|	exists=NOTEXIST:P=1.0,0.0
379131	paperref:255132	paperref:255137	|	exists=EXIST:P=0.0,1.0
334616	paperref:253604	paperref:256668	|
355766	paperref:254554	paperref:253102	|
353612	paperref:256746	paperref:256668	|
364922	paperref:256168	paperref:253436	|	exists=NOTEXIST:P=1.0,0.0
335721	paperref:258304	paperref:257589	|
333578	paperref:256585	paperref:257659	|
356626	paperref:254335	paperref:253667	|	exists=NOTEXIST:P=1.0,0.0
354012	paperref:256677	paperref:257639	|	exists=NOTEXIST:P=1.0,0.0
355021	paperref:257736	paperref:257839	|
354696	paperref:256684	paperref:253449	|	exists=NOTEXIST:P=1.0,0.0
351197	paperref:256681	paperref:258119	|	exists=NOTEXIST:P=1.0,0.0
337318	paperref:253320	paperref:254386	|	exists=NOTEXIST:P=1.0,0.0
359765	paperref:256737	paperref:256668	|
332100	paperref:253967	paperref:254489	|	exists=NOTEXIST:P=1.0,0.0
366141	paperref:256718	paperref:257156	|
331741	paperref:257590	paperref:257586	|
359378	paperref:255138	paperref:257092	|	exists=NOTEXIST:P=1.0,0.0
350693	paperref:253880	paperref:253059	|	exists=NOTEXIST:P=1.0,0.0
375263	paperref:253045	paperref:257207	|
377021	paperref:255268	paperref:257904	|
334919	paperref:257923	paperref:255813	|	exists=NOTEXIST:P=1.0,0.0
376864	paperref:257042	paperref:257043	|	exists=EXIST:P=0.0,1.0
343504	paperref:256748	paperref:257384	|	exists=NOTEXIST:P=1.0,0.0
338926	paperref:252944	paperref:258231	|
369655	paperref:256258	paperref:253594	|
355357	paperref:254555	paperref:254234	|
341391	paperref:257645	paperref:255945	|	exists=NOTEXIST:P=1.0,0.0
364351	paperref:253781	paperref:253294	|	exists=NOTEXIST:P=1.0,0.0
335746	paperref:255411	paperref:254742	|	exists=NOTEXIST:P=1.0,0.0
360613	paperref:255236	paperref:256688	|
340339	paperref:253295	paperref:257641	|
372235	paperref:256711	paperref:256668	|	exists=NOTEXIST:P=1.0,0.0
373751	paperref:253798	paperref:255021	|
358081	paperref:253452	paperref:256505	|	exists=NOTEXIST:P=1.0,0.0
341727	paperref:253494	paperref:257646	|	exists=NOTEXIST:P=1.0,0.0
338446	paperref:253899	paperref:254478	|	exists=NOTEXIST:P=1.0,0.0
335380	paperref:258346	paperref:255410	|	exists=NOTEXIST:P=1.0,0.0
360518	paperref:254949	paperref:256688	|	exists=NOTEXIST:P=1.0,0.0
351284	paperref:256741	paperref:252910	|
335597	paperref:254259	paperref:254161	|
332122	paperref:257440	paperref:254375	|
373463	paperref:256457	paperref:253293	|	exists=NOTEXIST:P=1.0,0.0
367883	paperref:255297	paperref:253335	|	exists=NOTEXIST:P=1.0,0.0
347260	paperref:254481	paperref:254475	|	exists=EXIST:P=0.0,1.0
344472	paperref:257380	paperref:254591	|	exists=NOTEXIST:P=1.0,0.0
337797	paperref:254746	paperref:252948	|	exists=NOTEXIST:P=1.0,0.0
371333	paperref:254383	paperref:253795	|
376730	paperref:252921	paperref:258071	|	exists=NOTEXIST:P=1.0,0.0
347730	paperref:258276	paperref:257534	|
338659	paperref:253391	paperref:254859	|	exists=NOTEXIST:P=1.0,0.0
345116	paperref:256351	paperref:257986	|
361125	paperref:256686	paperref:254379	|	exists=NOTEXIST:P=1.0,0.0
344319	paperref:258158	paperref:258157	|	exists=EXIST:P=0.0,1.0
372585	paperref:254174	paperref:257909	|
368540	paperref:254309	paperref:254947	|
340565	paperref:257642	paperref:253383	|
343542	paperref:256750	paperref:253484	|	exists=NOTEXIST:P=1.0,0.0
376222	paperref:253494	paperref:257088	|
365408	paperref:256717	paperref:253435	|
352418	paperref:256089	paperref:253440	|	exists=NOTEXIST:P=1.0,0.0
340426	paperref:253389	paperref:255947	|
378311	paperref:253494	paperref:254371	|
354944	paperref:258446	paperref:253448	|	exists=NOTEXIST:P=1.0,0.0
342821	paperref:256942	paperref:257644	|
361914	paperref:254959	paperref:254061	|
375440	paperref:253046	paperref:255528	|
345649	paperref:256087	paperref:254090	|	exists=NOTEXIST:P=1.0,0.0
367545	paperref:255027	paperref:253659	|	exists=NOTEXIST:P=1.0,0.0
335543	paperref:257434	paperref:258175	|	exists=NOTEXIST:P=1.0,0.0
360952	paperref:256685	paperref:257438	|
371715	paperref:257819	paperref:255156	|
359169	paperref:256263	paperref:257093	|	exists=NOTEXIST:P=1.0,0.0
353022	paperref:253447	paperref:256088	|
373166	paperref:256711	paperref:255131	|
345358	paperref:255945	paperref:254091	|	exists=NOTEXIST:P=1.0,0.0
375405	paperref:257434	paperref:256678	|	exists=NOTEXIST:P=1.0,0.0
358949	paperref:253889	paperref:255182	|	exists=NOTEXIST:P=1.0,0.0
362827	paperref:252974	paperref:257783	|
345701	paperref:254090	paperref:253443	|
356072	paperref:253667	paperref:253669	|	exists=EXIST:P=0.0,1.0
336202	paperref:253125	paperref:254792	|
365124	paperref:256503	paperref:256171	|	exists=NOTEXIST:P=1.0,0.0
337806	paperref:252948	paperref:252943	|
335269	paperref:254705	paperref:256361	|
350353	paperref:256083	paperref:256710	|	exists=NOTEXIST:P=1.0,0.0
368218	paperref:255532	paperref:255678	|	exists=NOTEXIST:P=1.0,0.0
366536	paperref:257005	paperref:256679	|
357773	paperref:254952	paperref:255221	|	exists=NOTEXIST:P=1.0,0.0
338776	paperref:255135	paperref:258065	|	exists=NOTEXIST:P=1.0,0.0
370453	paperref:255568	paperref:258428	|	exists=NOTEXIST:P=1.0,0.0
348832	paperref:256285	paperref:258429	|	exists=NOTEXIST:P=1.0,0.0
332930	paperref:257379	paperref:255762	|	exists=NOTEXIST:P=1.0,0.0
333705	paperref:254140	paperref:258062	|	exists=NOTEXIST:P=1.0,0.0
372465	paperref:254372	paperref:253271	|
365612	paperref:254344	paperref:257207	|	exists=NOTEXIST:P=1.0,0.0
357323	paperref:253766	paperref:256688	|	exists=NOTEXIST:P=1.0,0.0
352754	paperref:253271	paperref:256087	|	exists=NOTEXIST:P=1.0,0.0
362498	paperref:256942	paperref:255963	|	exists=NOTEXIST:P=1.0,0.0
353533	paperref:256746	paperref:258110	|	exists=NOTEXIST:P=1.0,0.0
336888	paperref:254354	paperref:258485	|
333359	paperref:257377	paperref:252910	|	exists=NOTEXIST:P=1.0,0.0
375140	paperref:256462	paperref:253493	|
371415	paperref:254544	paperref:257392	|
361358	paperref:258295	paperref:256683	|
345045	paperref:255944	paperref:257207	|
370987	paperref:256717	paperref:256677	|
344172	paperref:253973	paperref:256671	|	exists=NOTEXIST:P=1.0,0.0
335817	paperref:253801	paperref:257724	|
373758	paperref:253798	paperref:254383	|
364934	paperref:253436	paperref:256256	|	exists=NOTEXIST:P=1.0,0.0
354950	paperref:258445	paperref:253448	|	exists=NOTEXIST:P=1.0,0.0
362025	paperref:256692	paperref:257214	|
339512	paperref:257724	paperref:253897	|
352635	paperref:254372	paperref:256087	|
362394	paperref:253367	paperref:253892	|	exists=NOTEXIST:P=1.0,0.0
340564	paperref:257642	paperref:257382	|
360586	paperref:256242	paperref:256688	|	exists=NOTEXIST:P=1.0,0.0
370044	paperref:258238	paperref:255545	|	exists=NOTEXIST:P=1.0,0.0
353442	paperref:256085	paperref:253449	|	exists=NOTEXIST:P=1.0,0.0
335230	paperref:253606	paperref:254374	|
364570	paperref:253293	paperref:253780	|	exists=NOTEXIST:P=1.0,0.0
334902	paperref:257476	paperref:256407	|
374006	paperref:256670	paperref:256676	|
352413	paperref:256089	paperref:256714	|	exists=NOTEXIST:P=1.0,0.0
333920	paperref:257375	paperref:256458	|
333977	paperref:257375	paperref:256667	|
359851	paperref:255799	paperref:257919	|	exists=NOTEXIST:P=1.0,0.0
365318	paperref:253782	paperref:253488	|
379063	paperref:257811	paperref:257810	|	exists=EXIST:P=0.0,1.0
361696	paperref:253425	paperref:256684	|
371910	paperref:254387	paperref:256715	|	exists=NOTEXIST:P=1.0,0.0
368822	paperref:255018	paperref:255019	|	exists=EXIST:P=0.0,1.0
359933	paperref:257091	paperref:256690	|	exists=NOTEXIST:P=1.0,0.0
373520	paperref:256244	paperref:257905	|
354674	paperref:255022	paperref:253449	|
340391	paperref:255374	paperref:258280	|	exists=NOTEXIST:P=1.0,0.0
366069	paperref:256258	paperref:253443	|	exists=NOTEXIST:P=1.0,0.0
377818	paperref:253141	paperref:253142	|	exists=EXIST:P=0.0,1.0
357436	paperref:253451	paperref:256716	|
343292	paperref:257230	paperref:257234	|	exists=EXIST:P=0.0,1.0
354084	paperref:253981	paperref:257986	|	exists=NOTEXIST:P=1.0,0.0
363979	paperref:254431	paperref:253662	|
338095	paperref:255210	paperref:256988	|
336820	paperref:253895	paperref:256692	|
352721	paperref:256087	paperref:253795	|	exists=NOTEXIST:P=1.0,0.0
337016	paperref:257715	paperref:256214	|
351083	paperref:252922	paperref:256681	|	exists=NOTEXIST:P=1.0,0.0
349562	paperref:254244	paperref:256745	|	exists=NOTEXIST:P=1.0,0.0
368982	paperref:255018	paperref:255396	|	exists=NOTEXIST:P=1.0,0.0
376152	paperref:257087	paperref:253386	|	exists=NOTEXIST:P=1.0,0.0
367231	paperref:253247	paperref:257973	|
350276	paperref:257820	paperref:254779	|
349152	paperref:254243	paperref:256674	|
354818	paperref:255284	paperref:254557	|
348686	paperref:253490	paperref:254242	|
335466	paperref:254080	paperref:254264	|	exists=NOTEXIST:P=1.0,0.0
353416	paperref:256085	paperref:253270	|	exists=NOTEXIST:P=1.0,0.0
377937	paperref:258289	paperref:258427	|
358299	paperref:257095	paperref:253594	|
368179	paperref:258124	paperref:258219	|	exists=NOTEXIST:P=1.0,0.0
365716	paperref:256333	paperref:256679	|
352604	paperref:256602	paperref:254754	|	exists=NOTEXIST:P=1.0,0.0
339300	paperref:256281	paperref:255843	|
368299	paperref:257066	paperref:257915	|
348249	paperref:256080	paperref:254386	|
356016	paperref:253269	paperref:253445	|
347542	paperref:256143	paperref:255863	|
337656	paperref:254352	paperref:256387	|	exists=NOTEXIST:P=1.0,0.0
354387	paperref:254815	paperref:254812	|	exists=EXIST:P=0.0,1.0
366532	paperref:257005	paperref:257102	|
357090	paperref:257097	paperref:253797	|
350380	paperref:253447	paperref:256083	|
348260	paperref:256080	paperref:253366	|
355424	paperref:256457	paperref:257637	|	exists=NOTEXIST:P=1.0,0.0
364880	paperref:253436	paperref:254009	|	exists=NOTEXIST:P=1.0,0.0
377970	paperref:254859	paperref:253593	|	exists=NOTEXIST:P=1.0,0.0
379403	paperref:257802	paperref:256836	|	exists=NOTEXIST:P=1.0,0.0
368672	paperref:255455	paperref:254631	|	exists=NOTEXIST:P=1.0,0.0
363923	paperref:256806	paperref:255883	|	exists=NOTEXIST:P=1.0,0.0
352483	paperref:256743	paperref:253488	|	exists=NOTEXIST:P=1.0,0.0
368308	paperref:257066	paperref:254213	|
353303	paperref:254059	paperref:257624	|
376107	paperref:254867	paperref:257086	|	exists=NOTEXIST:P=1.0,0.0
346562	paperref:253444	paperref:254091	|
371018	paperref:253363	paperref:255169	|
371408	paperref:256709	paperref:256712	|
345626	paperref:253461	paperref:255169	|	exists=NOTEXIST:P=1.0,0.0
357335	paperref:253879	paperref:257976	|	exists=NOTEXIST:P=1.0,0.0
338266	paperref:258064	paperref:256715	|
337987	paperref:256089	paperref:253894	|
365180	paperref:256503	paperref:256698	|
368494	paperref:258232	paperref:257495	|	exists=NOTEXIST:P=1.0,0.0
342330	paperref:254028	paperref:253404	|	exists=NOTEXIST:P=1.0,0.0
337522	paperref:258063	paperref:256258	|
353175	paperref:256745	paperref:253489	|
376862	paperref:255039	paperref:257210	|
360482	paperref:256688	paperref:255541	|
361508	paperref:256090	paperref:256613	|
367977	paperref:256817	paperref:258017	|
347608	paperref:258484	paperref:253818	|	exists=NOTEXIST:P=1.0,0.0
378536	paperref:255467	paperref:256836	|	exists=NOTEXIST:P=1.0,0.0
349769	paperref:256084	paperref:253770	|
342501	paperref:257643	paperref:256674	|
359285	paperref:254068	paperref:253274	|
344665	paperref:257381	paperref:253484	|
342802	paperref:257718	paperref:254114	|	exists=NOTEXIST:P=1.0,0.0
332059	paperref:252862	paperref:253228	|
362324	paperref:257365	paperref:256729	|
360084	paperref:256687	paperref:252922	|	exists=NOTEXIST:P=1.0,0.0
346422	paperref:254472	paperref:256507	|
360035	paperref:253060	paperref:253876	|
347193	paperref:255108	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
369957	paperref:258343	paperref:257492	|
356009	paperref:253445	paperref:257098	|	exists=NOTEXIST:P=1.0,0.0
363184	paperref:256670	paperref:256690	|
354831	paperref:254555	paperref:254557	|	exists=EXIST:P=0.0,1.0
349528	paperref:254139	paperref:256090	|	exists=NOTEXIST:P=1.0,0.0
339340	paperref:254351	paperref:258052	|
334342	paperref:258381	paperref:254494	|	exists=NOTEXIST:P=1.0,0.0
365873	paperref:258108	paperref:255762	|	exists=NOTEXIST:P=1.0,0.0
349465	paperref:255504	paperref:255201	|
346440	paperref:254472	paperref:256713	|
338306	paperref:258117	paperref:255306	|
378416	paperref:253490	paperref:255530	|	exists=NOTEXIST:P=1.0,0.0
364232	paperref:253439	paperref:256667	|	exists=NOTEXIST:P=1.0,0.0
360328	paperref:254126	paperref:254318	|
367734	paperref:254011	paperref:256697	|
340322	paperref:257641	paperref:256738	|
346254	paperref:254092	paperref:257098	|
331411	paperref:253319	paperref:257098	|	exists=NOTEXIST:P=1.0,0.0
362786	paperref:256097	paperref:256472	|	exists=NOTEXIST:P=1.0,0.0
342282	paperref:254844	paperref:257535	|
347670	paperref:256281	paperref:253352	|	exists=NOTEXIST:P=1.0,0.0
372439	paperref:256676	paperref:256667	|
335957	paperref:256717	paperref:254463	|
333076	paperref:253399	paperref:256192	|
374931	paperref:255785	paperref:255464	|	exists=NOTEXIST:P=1.0,0.0
363491	paperref:253991	paperref:257853	|	exists=NOTEXIST:P=1.0,0.0
343595	paperref:256750	paperref:255392	|
364520	paperref:256670	paperref:256505	|
375941	paperref:257084	paperref:253296	|
362832	paperref:254453	paperref:255357	|
368887	paperref:253425	paperref:254878	|
374481	paperref:253493	paperref:256674	|	exists=NOTEXIST:P=1.0,0.0
358614	paperref:256112	paperref:255450	|	exists=NOTEXIST:P=1.0,0.0
341735	paperref:257646	paperref:256746	|
367533	paperref:253659	paperref:255029	|
355183	paperref:253447	paperref:257101	|
360123	paperref:256717	paperref:256687	|	exists=NOTEXIST:P=1.0,0.0
361962	paperref:256714	paperref:256692	|	exists=NOTEXIST:P=1.0,0.0
356232	paperref:254548	paperref:253364	|	exists=NOTEXIST:P=1.0,0.0
331400	paperref:253441	paperref:253319	|	exists=NOTEXIST:P=1.0,0.0
331687	paperref:255609	paperref:253968	|
345158	paperref:253384	paperref:257383	|	exists=NOTEXIST:P=1.0,0.0
355402	paperref:253494	paperref:257637	|	exists=NOTEXIST:P=1.0,0.0
359482	paperref:256689	paperref:254015	|	exists=NOTEXIST:P=1.0,0.0
335733	paperref:256219	paperref:256222	|
376950	paperref:255038	paperref:255035	|	exists=EXIST:P=0.0,1.0
336723	paperref:254462	paperref:255109	|	exists=NOTEXIST:P=1.0,0.0
367591	paperref:255605	paperref:258469	|
351874	paperref:256680	paperref:257639	|	exists=NOTEXIST:P=1.0,0.0
344688	paperref:257381	paperref:254593	|
332096	paperref:253967	paperref:257199	|	exists=NOTEXIST:P=1.0,0.0
371882	paperref:254543	paperref:253407	|	exists=NOTEXIST:P=1.0,0.0
342092	paperref:253974	paperref:256333	|	exists=NOTEXIST:P=1.0,0.0
373949	paperref:256670	paperref:253485	|
358446	paperref:254339	paperref:257084	|
375635	paperref:257082	paperref:253487	|	exists=NOTEXIST:P=1.0,0.0
345302	paperref:257935	paperref:256679	|	exists=NOTEXIST:P=1.0,0.0
363734	paperref:258312	paperref:253547	|
357528	paperref:255794	paperref:254514	|	exists=NOTEXIST:P=1.0,0.0
350801	paperref:256740	paperref:257085	|	exists=NOTEXIST:P=1.0,0.0
346752	paperref:255046	paperref:252933	|	exists=NOTEXIST:P=1.0,0.0
370082	paperref:255340	paperref:258441	|	exists=NOTEXIST:P=1.0,0.0
364456	paperref:257046	paperref:255642	|	exists=NOTEXIST:P=1.0,0.0
343639	paperref:256750	paperref:253297	|
372228	paperref:254006	paperref:256668	|	exists=NOTEXIST:P=1.0,0.0
355220	paperref:253447	paperref:255133	|
353787	paperref:256086	paperref:258442	|	exists=NOTEXIST:P=1.0,0.0
375374	paperref:254006	paperref:256678	|	exists=NOTEXIST:P=1.0,0.0
332421	paperref:256622	paperref:258460	|	exists=NOTEXIST:P=1.0,0.0
376396	paperref:254372	paperref:255540	|
350067	paperref:256942	paperref:254245	|	exists=NOTEXIST:P=1.0,0.0
368250	paperref:256538	paperref:255678	|
351619	paperref:254014	paperref:253337	|	exists=NOTEXIST:P=1.0,0.0
371830	paperref:257102	paperref:255131	|	exists=NOTEXIST:P=1.0,0.0
375970	paperref:254007	paperref:254807	|	exists=NOTEXIST:P=1.0,0.0
347767	paperref:257724	paperref:255898	|
338028	paperref:256670	paperref:253894	|	exists=NOTEXIST:P=1.0,0.0
351164	paperref:256681	paperref:255967	|
350751	paperref:256740	paperref:253488	|	exists=NOTEXIST:P=1.0,0.0
371169	paperref:254951	paperref:254949	|
362606	paperref:256263	paperref:253891	|
336060	paperref:254084	paperref:254504	|
367497	paperref:253928	paperref:258097	|
361628	paperref:258040	paperref:254309	|	exists=NOTEXIST:P=1.0,0.0
371507	paperref:254008	paperref:256713	|	exists=NOTEXIST:P=1.0,0.0
332211	paperref:253096	paperref:254080	|
350485	paperref:256748	paperref:253495	|	exists=NOTEXIST:P=1.0,0.0
350835	paperref:252924	paperref:256682	|
369602	paperref:255538	paperref:253641	|	exists=NOTEXIST:P=1.0,0.0
358666	paperref:255020	paperref:253102	|
344913	paperref:257382	paperref:254012	|	exists=NOTEXIST:P=1.0,0.0
372778	paperref:256035	paperref:256036	|	exists=EXIST:P=0.0,1.0
365677	paperref:255235	paperref:254371	|
331848	paperref:255138	paperref:253318	|
371130	paperref:256669	paperref:256718	|
368272	paperref:254743	paperref:258231	|	exists=NOTEXIST:P=1.0,0.0
349977	paperref:256749	paperref:257084	|	exists=NOTEXIST:P=1.0,0.0
357511	paperref:253665	paperref:255172	|	exists=NOTEXIST:P=1.0,0.0
339346	paperref:254351	paperref:257233	|	exists=NOTEXIST:P=1.0,0.0
336825	paperref:253895	paperref:253367	|
335692	paperref:254867	paperref:253473	|
355393	paperref:257637	paperref:258110	|	exists=NOTEXIST:P=1.0,0.0
376498	paperref:253406	paperref:253404	|
341245	paperref:253337	paperref:252953	|
368320	paperref:255014	paperref:257126	|
355153	paperref:253447	paperref:256169	|
331783	paperref:253318	paperref:253443	|
347760	paperref:257724	paperref:253900	|
364976	paperref:253436	paperref:256715	|
363578	paperref:253438	paperref:258445	|
344846	paperref:257277	paperref:252843	|	exists=NOTEXIST:P=1.0,0.0
349899	paperref:254778	paperref:258240	|	exists=NOTEXIST:P=1.0,0.0
340670	paperref:253978	paperref:256744	|	exists=NOTEXIST:P=1.0,0.0
357045	paperref:254008	paperref:257097	|
377143	paperref:255754	paperref:255149	|
343161	paperref:256673	paperref:253976	|
376902	paperref:253483	paperref:253296	|
344409	paperref:258053	paperref:257234	|	exists=NOTEXIST:P=1.0,0.0
360742	paperref:253437	paperref:256738	|	exists=NOTEXIST:P=1.0,0.0
346104	paperref:257782	paperref:255044	|	exists=NOTEXIST:P=1.0,0.0
379218	paperref:258203	paperref:258205	|
378335	paperref:254371	paperref:255528	|
369249	paperref:254166	paperref:255398	|	exists=NOTEXIST:P=1.0,0.0
365253	paperref:256337	paperref:257624	|
377169	paperref:255545	paperref:255543	|
341304	paperref:257717	paperref:255640	|	exists=NOTEXIST:P=1.0,0.0
370533	paperref:257101	paperref:255136	|
361821	paperref:256684	paperref:256675	|
346901	paperref:255107	paperref:256333	|	exists=NOTEXIST:P=1.0,0.0
355069	paperref:254556	paperref:258082	|
361284	paperref:254489	paperref:257199	|
331172	paperref:253956	paperref:253229	|
351413	paperref:257355	paperref:256458	|	exists=NOTEXIST:P=1.0,0.0
340238	paperref:253975	paperref:257641	|	exists=NOTEXIST:P=1.0,0.0
354130	paperref:254480	paperref:256505	|
378440	paperref:258209	paperref:256320	|	exists=NOTEXIST:P=1.0,0.0
377819	paperref:255538	paperref:255467	|	exists=NOTEXIST:P=1.0,0.0
351994	paperref:256680	paperref:258119	|	exists=NOTEXIST:P=1.0,0.0
348615	paperref:253297	paperref:254241	|	exists=NOTEXIST:P=1.0,0.0
361066	paperref:257211	paperref:254331	|
346383	paperref:254472	paperref:253365	|	exists=NOTEXIST:P=1.0,0.0
375658	paperref:257082	paperref:257085	|	exists=EXIST:P=0.0,1.0
375226	paperref:255465	paperref:257495	|	exists=NOTEXIST:P=1.0,0.0
347010	paperref:254093	paperref:255967	|
353244	paperref:254059	paperref:256271	|
343538	paperref:256750	paperref:253491	|
337467	paperref:253899	paperref:253893	|	exists=EXIST:P=0.0,1.0
373386	paperref:254428	paperref:256999	|	exists=NOTEXIST:P=1.0,0.0
346539	paperref:254091	paperref:256256	|
362674	paperref:256943	paperref:258119	|
359038	paperref:257956	paperref:256668	|	exists=NOTEXIST:P=1.0,0.0
339076	paperref:257864	paperref:254859	|
348994	paperref:254138	paperref:253337	|
341277	paperref:255592	paperref:257667	|
331880	paperref:253044	paperref:253392	|
360629	paperref:257436	paperref:256688	|
351037	paperref:257467	paperref:257466	|
373932	paperref:256670	paperref:254374	|	exists=NOTEXIST:P=1.0,0.0
332206	paperref:256061	paperref:253439	|
374482	paperref:255965	paperref:256674	|
377771	paperref:255548	paperref:253738	|
378121	paperref:253835	paperref:257435	|	exists=NOTEXIST:P=1.0,0.0
362188	paperref:255538	paperref:256691	|	exists=NOTEXIST:P=1.0,0.0
374748	paperref:253269	paperref:253594	|
374694	paperref:256673	paperref:254376	|
331830	paperref:253320	paperref:253318	|
362666	paperref:255532	paperref:256943	|
331299	paperref:253093	paperref:257839	|
371057	paperref:254948	paperref:256712	|
356453	paperref:257099	paperref:256172	|	exists=NOTEXIST:P=1.0,0.0
336665	paperref:258173	paperref:257275	|
370552	paperref:257101	paperref:255131	|
347411	paperref:256080	paperref:256142	|	exists=NOTEXIST:P=1.0,0.0
346477	paperref:256263	paperref:257390	|	exists=NOTEXIST:P=1.0,0.0
372880	paperref:258099	paperref:258089	|	exists=EXIST:P=0.0,1.0
372168	paperref:255812	paperref:256823	|	exists=NOTEXIST:P=1.0,0.0
353480	paperref:256085	paperref:257156	|
347816	paperref:254364	paperref:254362	|
341051	paperref:252952	paperref:254945	|	exists=NOTEXIST:P=1.0,0.0
342705	paperref:256457	paperref:253977	|	exists=NOTEXIST:P=1.0,0.0
340433	paperref:256745	paperref:255947	|	exists=NOTEXIST:P=1.0,0.0
340643	paperref:253082	paperref:253084	|
353254	paperref:254059	paperref:256325	|
354518	paperref:255658	paperref:253061	|
363401	paperref:253022	paperref:255983	|	exists=NOTEXIST:P=1.0,0.0
342375	paperref:254028	paperref:254782	|
360859	paperref:254330	paperref:256686	|
349256	paperref:254385	paperref:256081	|
340598	paperref:257642	paperref:256739	|
338790	paperref:254823	paperref:258065	|	exists=NOTEXIST:P=1.0,0.0
365354	paperref:253782	paperref:254595	|	exists=NOTEXIST:P=1.0,0.0
348090	paperref:256976	paperref:256080	|
336194	paperref:253125	paperref:256546	|	exists=NOTEXIST:P=1.0,0.0
333288	paperref:254831	paperref:255296	|
363190	paperref:255529	paperref:256690	|	exists=NOTEXIST:P=1.0,0.0
331510	paperref:255852	paperref:255849	|
367700	paperref:253353	paperref:258254	|
361464	paperref:257005	paperref:256683	|	exists=NOTEXIST:P=1.0,0.0
363279	paperref:256099	paperref:256991	|	exists=NOTEXIST:P=1.0,0.0
361642	paperref:255228	paperref:256852	|	exists=NOTEXIST:P=1.0,0.0
375416	paperref:256678	paperref:257088	|	exists=NOTEXIST:P=1.0,0.0
347081	paperref:254093	paperref:253451	|	exists=NOTEXIST:P=1.0,0.0
358414	paperref:253060	paperref:254125	|	exists=NOTEXIST:P=1.0,0.0
347355	paperref:256142	paperref:253449	|
358360	paperref:257095	paperref:258447	|	exists=NOTEXIST:P=1.0,0.0
348165	paperref:254478	paperref:255029	|	exists=NOTEXIST:P=1.0,0.0
371747	paperref:257819	paperref:257331	|	exists=NOTEXIST:P=1.0,0.0
364635	paperref:257084	paperref:253780	|
340755	paperref:253978	paperref:256462	|
351552	paperref:257082	paperref:253337	|	exists=NOTEXIST:P=1.0,0.0
333999	paperref:256010	paperref:257375	|	exists=NOTEXIST:P=1.0,0.0
372110	paperref:257485	paperref:257115	|
336799	paperref:254556	paperref:254081	|
339124	paperref:257711	paperref:257184	|	exists=NOTEXIST:P=1.0,0.0
343569	paperref:256750	paperref:253485	|
343698	paperref:256863	paperref:255361	|
359775	paperref:256686	paperref:256737	|	exists=NOTEXIST:P=1.0,0.0
361788	paperref:256684	paperref:257586	|
367288	paperref:254077	paperref:254503	|
349387	paperref:256081	paperref:256668	|	exists=NOTEXIST:P=1.0,0.0
347780	paperref:257724	paperref:256709	|	exists=NOTEXIST:P=1.0,0.0
377335	paperref:254593	paperref:253387	|	exists=NOTEXIST:P=1.0,0.0
374672	paperref:254169	paperref:258447	|
365225	paperref:257624	paperref:255394	|
353795	paperref:256086	paperref:255637	|
379073	paperref:255138	paperref:255134	|	exists=EXIST:P=0.0,1.0
